objectid_1,objectid,crn,district,county,municipality,crash_year,crash_month,day_of_week,time_of_day,hour_of_day,illumination,weather,road_condition,collision_type,relation_to_road,work_zone_type,work_zone_loc,work_zone_ind,intersect_type,tcd_type,location_type,urban_rural,fatal_count,injury_count,person_count,total_units,sch_bus_ind,sch_zone_ind,latitude,longitude,arrival_tm,cons_zone_spd_lim,dispatch_tm,est_hrs_closed,lane_closed,ln_close_dir,ntfy_hiwy_maint,spec_juris_cd,tcd_func_cd,tfc_detour_ind,workers_pres,wz_close_detour,wz_flagger,wz_law_offcr_ind,wz_ln_closure,wz_moving,wz_other,wz_shlder_mdn,vehicle_count,automobile_count,motorcycle_count,bus_count,small_truck_count,heavy_truck_count,suv_count,van_count,bicycle_count,maj_inj_count,mod_inj_count,min_inj_count,tot_inj_count,unk_inj_deg_count,unk_inj_per_count,driver_count_16yr,driver_count_17yr,driver_count_18yr,driver_count_19yr,driver_count_20yr,driver_count_50_64yr,driver_count_65_74yr,driver_count_75plus,unbelted_occ_count,unb_death_count,unb_maj_inj_count,belted_death_count,belted_maj_inj_count,mcycle_death_count,mcycle_maj_inj_count,bicycle_death_count,bicycle_maj_inj_count,ped_count,ped_death_count,ped_maj_inj_count,max_severity_level,comm_veh_count,dec_lat,dec_long,rdwy_surf_type_cd,county_name
9498,128198,2016019772,6,67,67301,2016,2,2,1515,15,1,2,1,8,1, , ,N,1,2,0,3,0,1,2,2,N,N,40 03:45.914,75 03:27.576,1530, ,1525, ,0, ,N, ,3, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,40.0628,-75.0577, , 
9570,128432,2016013724,6,67,67301,2016,1,3,1100,11,1,1,0,5,1, , ,N,1,2,3,3,0,1,2,2,N,N,40 04:55.794,74 58:00.797,1135, ,1127, ,0, ,N, ,3, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.0822,-74.9669, , 
9642,128688,2016038282,6,67,67301,2016,3,5,632,6,5,1,0,4,1, , ,N,0,0,0,3,0,0,2,2,N,N,39 58:30.439,75 11:40.428,641, ,634, ,0, , , ,0, , , , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.9751,-75.1946, , 
9714,128842,2016052220,6,67,67301,2016,2,5,1900,19,3,1,0,0,1, , ,N,0,0,0,3,0,1,1,2,N,N,40 02:08.664,75 13:01.515,0, ,0, ,0, ,N, ,0, , , , , , , , , ,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.0357,-75.2171, , 
9786,128975,2016087187,6,67,67301,2016,8,6,1535,15,1,1,0,8,1, , ,N,1,2,0,3,0,1,3,2,N, ,39 57:03.938,75 10:19.451,1545, ,1538, ,0, , , ,3, , , , , , , , , ,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,39.9511,-75.1721, , 
9858,129135,2016048649,6,67,67301,2016,4,5,815,8,1,1,0,4,1, , ,N,2,3,0,3,0,2,4,2,N,N,39 58:20.021,75 13:33.541,834, ,832, ,0, ,N, ,3, , , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9722,-75.226, , 
9930,129301,2016017030,6,67,67301,2016,1,4,1850,18,3,1,1,4,1, , ,N,1,2,0,3,0,1,2,2,N,N,39 59:05.784,75 09:29.717,1855, ,1855, ,0, ,N, ,3, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9849,-75.1583, , 
9019,129739,2016026138,6,67,67301,2016,2,6,855,8,1,1,0,6,1, , ,N,0,0,0,3,0,3,11,2,N,N,40 00:44.252,75 10:31.467,903, ,858, ,0, ,N, ,0, , , , , , , , , ,2,1,0,0,0,0,0,1,0,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,40.0123,-75.1754, , 
1,849,2017037489,6,67,67301,2017,3,3,139,1,3,4,3,1,1, , ,N,1,2,0,3,0,2,3,2,N, ,40 02:40.636,75 03:16.819,200, ,140,2,1,3, , ,2,N, , , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,40.0446,-75.0547, ,Philadelphia
2,873,2017014006,6,67,67301,2017,1,5,700,7,3,1,0,4,1, , ,N,1,3,0,3,0,1,2,2,N, ,39 58:09.631,75 08:35.678,739, ,730, ,0, , , ,3, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9693,-75.1432, ,Philadelphia
3,899,2017037513,6,67,67301,2017,3,7,1458,14,1,1,0,4,1, , ,N,1,3,0,3,0,2,2,2,N, ,40 02:56.392,75 04:14.501,1507, ,1500, ,0, , , ,3, , , , , , , , , ,2,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.049,-75.0707, ,Philadelphia
4,909,2017058044,6,67,67301,2017,5,6,1825,18,1,1,0,6,2, , ,N,0,0,0,3,0,0,3,2,N,N,39 54:12.207,75 09:01.382,1828, ,1828,1,2,1, , ,0,N, , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9034,-75.1504, ,Philadelphia
5,915,2017005313,6,67,67301,2017,1,4,0,0,2,2,1,1,1, , ,N,0,0,0,3,0,1,2,2,N,N,40 03:04.474,74 59:21.013,119, ,104, ,0, , , ,0, , , , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.0512,-74.9892, ,Philadelphia
6,925,2017041234,6,67,67301,2017,3,6,1003,10,1,2,1,8,1, , ,N,0,0,0,3,0,1,2,2,N,N,39 56:06.594,75 09:15.253,1015, ,1013, ,0, ,N, ,0, , , , , , , , , ,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,39.9352,-75.1542, ,Philadelphia
7,972,2017028901,6,67,67301,2017,2,4,1315,13,1,1,0,4,1, , ,N,0,0,7,3,0,1,3,2,N,N,40 04:52.138,75 02:20.765,1322, ,1321, ,0, ,N, ,0, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0811,-75.0391, ,Philadelphia
8,978,2017041263,6,67,67301,2017,4,1,1429,14,1,1,0,4,1, , ,N,0,0,7,3,0,1,2,2,N, ,40 04:28.636,75 04:27.060,1504, ,1456, ,0, , , ,0, , , , , , , , , ,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.0746,-75.0741, ,Philadelphia
9,999,2017055578,6,67,67301,2017,4,5,815,8,1,1,0,4,1, , ,N,2,8,0,3,0,0,2,2,N,N,39 55:06.769,75 11:03.739,824, ,824, ,0, ,N, ,3, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9185,-75.1844, ,Philadelphia
10,1007,2017071744,6,67,67301,2017,2,6,1500,15,1,1,0,1,1, , ,N,0,2,0,3,0,1,2,2,N,N,39 56:49.710,75 13:36.187,0, ,0, ,0, ,N, ,3, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39.9471,-75.2267, ,Philadelphia
11,1009,2017012393,6,67,67301,2017,1,2,1416,14,1,1,0,4,1, , ,N,0,0,0,3,0,3,6,3,N,N,40 02:01.012,75 01:11.813,1433, ,1417,2,2,1, , ,0,Y, , , , , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.0336,-75.0199, ,Philadelphia
12,1053,2017068311,6,67,67301,2017,6,5,742,7,1,1,0,5,1, , ,N,0,0,0,3,0,2,3,2,N,N,40 01:27.283,75 01:50.962,751, ,745, ,0, , , ,0, , , , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,40.0242,-75.0308, ,Philadelphia
13,1072,2017048718,6,67,67301,2017,5,2,1329,13,1,1,0,5,1, , ,N,0,0,0,3,0,0,3,2,N,N,40 02:57.846,74 59:42.146,1421, ,1359, ,0, , , ,0, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0494,-74.995, ,Philadelphia
14,1084,2017030828,6,67,67301,2017,3,4,159,1,3,1,0,1,1, , ,N,0,0,0,3,0,4,4,2,N,N,39 55:45.317,75 10:07.238,159, ,159,1,2,2,N, ,0,Y, , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9293,-75.1687, ,Philadelphia
15,1111,2017023156,6,67,67301,2017,2,3,1513,15,1,1,0,5,1, , ,N,1,2,0,3,0,2,3,2,N,N,39 54:50.789,75 08:59.633,1551, ,1538,1,1,7,N, ,3,N, , , , , , , , ,2,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,39.914,-75.1499, ,Philadelphia
16,1115,2017010595,6,67,67301,2017,1,7,9999,99,1,4,3,4,9, , ,N,1,2,0,3,0,1,2,2,N,N,39 54:11.988,75 14:35.285,1237, ,1237, ,0, ,N, ,3, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9033,-75.2431, ,Philadelphia
17,1119,2017029735,6,67,67301,2017,3,7,2053,20,3,2,1,4,1, , ,N,1,2,0,3,0,1,7,3,N,N,39 59:04.850,75 09:23.377,2056, ,2054,2,1,2,N, ,3,N, , , , , , , , ,3,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9847,-75.1565, ,Philadelphia
18,1141,2017055559,6,67,67301,2017,4,3,1229,12,1,2,1,4,1, , ,N,1,2,0,3,0,0,3,2,N,N,39 54:59.771,75 10:09.201,1236, ,1231, ,0, , , ,3, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9165,-75.1693, ,Philadelphia
19,9,2017018628,6,67,67301,2017,2,3,1824,18,3,1,0,1,1, , ,N,0,0,0,3,0,0,2,2,N,N,39 57:45.760,75 11:00.544,1828, ,1826, ,0, , , ,0, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9627,-75.1835, ,Philadelphia
20,14,2017028806,6,67,67301,2017,2,5,921,9,1,6,1,1,1, , ,N,5,2,0,3,0,1,2,2,N, ,40 02:12.744,75 02:26.410,930, ,921, ,0, , , ,3, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0368,-75.0405, ,Philadelphia
21,20,2017041347,6,67,67301,2017,3,5,2210,22,3,2,1,4,1, , ,N,1,2,0,3,0,1,2,2,N,N,39 59:27.918,75 07:58.290,2359, ,2358, ,0, ,N, ,3, , , , , , , , , ,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9911,-75.1329, ,Philadelphia
22,27,2017021532,6,67,67301,2017,2,7,1628,16,1,1,0,4,1, , ,N,1,3,0,3,0,1,2,4,N,N,40 01:30.262,75 07:02.589,1640, ,1631, ,0, ,N, ,3, , , , , , , , , ,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0251,-75.1174, ,Philadelphia
23,38,2017050889,6,67,67301,2017,5,7,955,9,1,2,1,7,2, , ,N,0,0,0,3,0,0,1,1,N,N,39 56:46.590,75 08:32.821,1028, ,1028, ,0, , , ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9463,-75.1425, ,Philadelphia
24,45,2017067756,6,67,67301,2017,5,6,1550,15,1,1,0,4,1, , ,N,1,3,0,3,0,4,4,2,N,N,39 59:35.757,75 10:10.930,1635, ,1630, ,0, , , ,3, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9933,-75.1697, ,Philadelphia
25,70,2017028910,6,67,67301,2017,2,7,1727,17,4,1,0,4,1, , ,N,1,3,0,3,0,1,5,2,N,N,40 00:13.629,75 09:26.557,1728, ,1728,1,1,4,N, ,3,N, , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.0038,-75.1574, ,Philadelphia
26,75,2017021614,6,67,67301,2017,2,7,335,3,3,1,6,6,6, , ,N,0,0,0,3,0,0,1,2,N,N,39 58:23.235,75 07:55.560,345, ,335, ,0, , , ,0, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9731,-75.1321, ,Philadelphia
27,105,2017014059,6,67,67301,2017,1,5,755,7,1,1,0,4,1, , ,N,2,3,0,3,0,3,5,2,N,N,39 55:03.846,75 13:50.347,800, ,758,2,2,7,N, ,3,Y, , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9177,-75.2307, ,Philadelphia
28,122,2017035699,6,67,67301,2017,3,2,1235,12,1,1,0,4,1, , ,N,1,3,0,3,0,2,4,2,N,N,39 58:51.435,75 09:47.359,1236, ,1236,2,1,3, , ,3,N, , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.981,-75.1632, ,Philadelphia
29,125,2017041395,6,67,67301,2017,4,2,1900,19,4,1,0,4,1, , ,N,1,2,0,3,0,1,2,2,N, ,39 56:14.629,75 09:46.965,2125, ,2125, ,0, , , ,3, , , , , , , , , ,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9374,-75.163, ,Philadelphia
30,129,2017043864,6,67,67301,2017,4,2,155,1,3,1,0,7,4, , ,N,0,0,0,3,0,0,1,2,N,N,40 03:07.927,75 06:00.151,200, ,155,4,2,6, , ,0,Y, , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,40.0522,-75.1, ,Philadelphia
31,132,2017031875,6,67,67301,2017,3,5,2235,22,3,1,0,1,1, , ,N,0,0,0,3,0,3,3,2,N,N,39 58:14.056,75 11:34.455,2238, ,2238,2,2,4, , ,0,Y, , , , , , , , ,2,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,39.9706,-75.1929, ,Philadelphia
32,133,2017028862,6,67,67301,2017,2,6,2046,20,3,1,0,4,1, , ,N,2,3,0,3,0,1,2,2,N,N,39 58:07.640,75 13:07.874,2051, ,2048,9,1,6, , ,3,N, , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9688,-75.2189, ,Philadelphia
33,143,2017050377,6,67,67301,2017,5,4,1609,16,1,1,0,1,1, , ,N,0,0,0,3,0,0,2,2,N,N,39 55:34.714,75 08:48.202,1637, ,1615, ,0, , , ,0, , , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9263,-75.1467, ,Philadelphia
34,146,2017005316,6,67,67301,2017,1,7,1024,10,1,4,3,5,1, , ,N,0,0,0,3,0,0,2,2,N,N,39 55:26.531,75 08:50.837,1035, ,1025,1,1,1, , ,0,N, , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.924,-75.1475, ,Philadelphia
35,158,2017035801,6,67,67301,2017,3,5,1434,14,1,1,0,5,6, , ,N,0,0,0,3,0,1,1,2,N,N,40 02:05.600,75 06:35.400,1436, ,1434, ,0, , , ,0, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0349,-75.1098, ,Philadelphia
36,161,2017035713,6,67,67301,2017,3,6,2345,23,3,1,0,4,1, , ,N,1,2,0,3,0,1,3,2,N,N,40 01:39.836,75 06:35.867,1, ,2355, ,0, ,N, ,3, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0277,-75.11, ,Philadelphia
37,168,2017033083,6,67,67301,2017,3,4,1915,19,3,1,0,8,1, , ,N,0,0,0,3,0,1,2,2,N,N,40 05:42.090,74 57:33.868,1925, ,1920, ,0, ,N, ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,40.095,-74.9594, ,Philadelphia
38,171,2017033499,6,67,67301,2017,3,6,1739,17,1,4,1,1,1, , ,N,1,2,0,3,0,2,3,2,N,N,39 55:38.651,75 08:42.007,1743, ,1742,1,1,2,N, ,3,N, , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9273,-75.1448, ,Philadelphia
39,179,2017055618,6,67,67301,2017,5,4,9999,99,1,1,0,2,1, , ,N,0,0,0,3,0,1,3,3,N, ,39 59:01.710,75 07:10.084,1112, ,1110, ,0, , , ,0, , , , , , , , , ,3,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9838,-75.1195, ,Philadelphia
40,184,2017060460,6,67,67301,2017,5,7,1700,17,1,1,0,5,6, , ,N,0,0,0,3,0,1,1,3,N,N,40 02:17.486,75 09:59.933,1715, ,1707, ,0, ,N, ,0, , , , , , , , , ,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0382,-75.1666, ,Philadelphia
41,189,2017067783,6,67,67301,2017,5,2,1520,15,1,1,0,4,1, , ,N,0,0,0,3,0,1,2,2,N,N,40 00:50.684,75 08:50.294,2045, ,1530, ,0, ,N, ,0, , , , , , , , , ,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.0141,-75.1473, ,Philadelphia
42,190,2017070436,6,67,67301,2017,6,5,220,2,3,1,0,4,1, , ,N,2,2,0,3,0,1,2,2,N,N,39 57:30.637,75 09:56.095,230, ,227, ,0, , , ,3, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9585,-75.1656, ,Philadelphia
43,198,2017012296,6,67,67301,2017,1,2,1521,15,1,1,0,4,1, , ,N,1,2,0,3,0,2,3,2,N,N,40 01:15.937,75 08:23.758,1525, ,1527,1,1,1,N, ,3,N, , , , , , , , ,2,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0211,-75.1399, ,Philadelphia
44,199,2017019105,6,67,67301,2017,1,2,1530,15,1,1,0,7,4, , ,N,1,2,0,3,0,2,2,1,N,N,39 59:21.050,75 11:01.006,1533, ,1531,3,2,1,Y, ,3,Y, , , , , , , , ,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,39.9892,-75.1836, ,Philadelphia
45,222,2017037506,6,67,67301,2017,3,6,1530,15,1,1,1,8,1, , ,N,0,0,0,3,0,1,2,2,N,Y,40 02:14.961,75 05:11.395,1700, ,1658, ,0, ,N, ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,40.0375,-75.0865, ,Philadelphia
46,226,2017041428,6,67,67301,2017,4,7,2220,22,3,1,0,4,1, , ,N,2,2,2,3,0,1,3,2,N,N,39 58:28.976,75 11:54.231,2242, ,2231, ,0, ,N, ,3, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9747,-75.1983, ,Philadelphia
47,229,2017035844,6,67,67301,2017,3,1,1812,18,3,1,0,1,6, , ,N,0,0,0,3,0,0,1,2,N,N,40 00:24.556,75 05:55.749,1847, ,1812, ,0, , , ,0, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0068,-75.0988, ,Philadelphia
48,239,2017052307,6,67,67301,2017,4,7,250,2,3,1,0,7,3, , ,N,0,8,6,3,0,2,2,1,N,N,40 04:44.520,75 01:48.217,256, ,252,2,1,1,Y, ,3,N, , , , , , , , ,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.079,-75.0301, ,Philadelphia
49,249,2017019116,6,67,67301,2017,1,3,855,8,1,1,0,8,1, , ,N,1,2,0,3,0,1,2,2,Y,Y,40 02:17.558,75 11:24.246,1010, ,1000, ,0, ,N, ,3, , , , , , , , , ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,40.0382,-75.1901, ,Philadelphia
50,259,2017041870,6,67,67301,2017,4,2,105,1,3,1,0,7,3, , ,N,0,0,0,3,0,0,1,1,N,N,39 57:36.586,75 10:50.917,110, ,105,2,1,4, , ,0,N, , , , , , , , ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9602,-75.1808, ,Philadelphia
51,279,2017060694,6,67,67301,2017,5,7,1855,18,1,1,0,8,1, , ,N,0,0,0,3,0,1,2,2,N,N,40 02:57.292,75 04:00.454,2110, ,2102, ,0, ,N, ,0, , , , , , , , , ,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,40.0492,-75.0668, ,Philadelphia
52,280,2017058231,6,67,67301,2017,5,7,1234,12,1,2,1,5,1, , ,N,0,2,0,3,0,2,5,3,N,N,39 57:37.768,75 14:29.213,1240, ,1234, ,0, ,N, ,3, , , , , , , , , ,3,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9605,-75.2414, ,Philadelphia
53,282,2017061800,6,67,67301,2017,6,3,657,6,1,1,0,1,1, , ,N,0,8,3,3,0,1,3,2,N,N,39 57:14.400,75 08:24.900,704, ,704, ,0, ,N, ,3, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.954,-75.1403, ,Philadelphia
54,316,2017028978,6,67,67301,2017,2,4,1832,18,3,1,0,1,1, , ,N,1,2,0,3,0,1,4,4,N, ,40 00:54.079,75 08:06.611,1850, ,1837, ,0, , , ,3, , , , , , , , , ,4,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,40.015,-75.1352, ,Philadelphia
55,320,2017028865,6,67,67301,2017,2,1,918,9,1,1,0,1,1, , ,N,1,2,0,3,0,3,4,2,N,N,39 57:34.444,75 11:49.297,920, ,918, ,0, ,N, ,3, , , , , , , , , ,2,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9596,-75.197, ,Philadelphia
56,323,2017041352,6,67,67301,2017,3,6,1640,16,1,2,1,8,1, , ,N,0,0,0,3,0,1,2,2,N,N,40 00:45.180,75 09:08.195,1713, ,1705, ,0, ,N, ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,40.0126,-75.1523, ,Philadelphia
57,333,2017052177,6,67,67301,2017,4,3,1630,16,1,1,0,8,1, , ,N,1,2,0,3,0,1,2,2,N,N,40 01:44.600,75 08:48.517,1640, ,1635, ,0, ,N, ,3, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,40.0291,-75.1468, ,Philadelphia
58,335,2017058204,6,67,67301,2017,5,4,1959,19,4,1,0,5,1, , ,N,0,0,0,3,0,1,2,2,N,N,39 58:09.431,75 11:31.852,2008, ,2004, ,0, , , ,0, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9693,-75.1922, ,Philadelphia
