ObjectId,Crash ID,Primary Road,Intersecting Road,Crash Date,Day,Month,Year,Hour,Weekday,Crash Type Code,Highway Classification Code,Community Code,Jurisdiction Code,Lane Departure Type Code,Surface Type,Road Condition,Weather Condition,Lighting Condition,Speed Limit,Lanes,Units,Occupants,Most Severe Injury,Fatal Injuries,Suspected Serious Injuries,Suspected Minor Injuries,Possible Injuries,Property Damage Only,Secondary Crash,Traffic Control,Red Light Run,Hit and Run,Alcohol,Drugs,Unbelted Person,Work Zone,Speeding Driver,Distracted Driver,Driveway,Pedestrian,Elderly Driver,Young Driver,Commercial Vehicle,Emergency Vehicles,Train,School Bus,Motorcycle,Bicycle,Deer,Longitude,Latitude,geom,geog,x,y
16,1251931,JEFFERSON,CONNER,2017-12-31,31,12,2017,9,1,8,9,,4,0,,1,1,1,35,3,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,false,,,false,false,false,false,false,-82.95892,42.37001,"{
  ""coordinates"": [
    -8.295891968799999e+01,
    4.237000529300010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.958919688,
    42.370005293
  ],
  ""type"": ""Point""
}",-82.958919688,42.3700052930001
17,1249153,KERCHEVAL,CRANE,2017-12-31,31,12,2017,20,1,4,9,,4,0,,4,1,4,35,2,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.99182,42.3616,"{
  ""coordinates"": [
    -8.299182265500001e+01,
    4.236160153000000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.991822655,
    42.36160153
  ],
  ""type"": ""Point""
}",-82.991822655,42.36160153
18,1250714,SHIAWASSEE,7 MILE,2017-12-31,31,12,2017,14,1,8,9,,,0,,4,1,1,35,4,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.2727,42.42907,"{
  ""coordinates"": [
    -8.327269859300000e+01,
    4.242906851700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.272698593,
    42.429068517
  ],
  ""type"": ""Point""
}",-83.272698593,42.4290685170001
19,1249154,VERNOR,MCDOUGALL,2017-12-31,31,12,2017,11,1,6,9,,4,0,,1,1,1,30,4,2,2,4,0,0,0,1,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.02551,42.35196,"{
  ""coordinates"": [
    -8.302551610700000e+01,
    4.235195378500000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.025516107,
    42.351953785
  ],
  ""type"": ""Point""
}",-83.025516107,42.351953785
20,1255366,FLEMING,8 MILE,2017-12-31,31,12,2017,21,1,98,3,,,0,,4,1,4,25,2,2,0,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.07907,42.44687,"{
  ""coordinates"": [
    -8.307907187700000e+01,
    4.244686695200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.079071877,
    42.446866952
  ],
  ""type"": ""Point""
}",-83.079071877,42.4468669520001
21,1250670,M-39,JOY,2017-12-31,31,12,2017,21,1,5,3,,1,0,,1,1,4,55,3,2,4,3,0,0,1,2,false,,false,false,true,true,false,,,,,,false,false,false,,,false,false,false,false,false,-83.21659,42.35923,"{
  ""coordinates"": [
    -8.321659012299990e+01,
    4.235923000300010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.216590123,
    42.359230003
  ],
  ""type"": ""Point""
}",-83.2165901229999,42.3592300030001
22,1249138,CORTLAND,NORTHLAWN,2017-12-31,31,12,2017,12,1,4,9,,,0,,2,1,1,35,3,2,6,5,0,0,0,0,true,,true,true,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.15309,42.37907,"{
  ""coordinates"": [
    -8.315309313900001e+01,
    4.237907255000000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.153093139,
    42.37907255
  ],
  ""type"": ""Point""
}",-83.153093139,42.37907255
23,1269916,RAMP 037C,S I 75,2017-12-31,31,12,2017,20,1,1,1,,1,1,,1,1,4,25,1,1,1,4,0,0,0,1,false,,false,false,false,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.0844,42.33204,"{
  ""coordinates"": [
    -8.308440325899990e+01,
    4.233203371800000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.084403259,
    42.332033718
  ],
  ""type"": ""Point""
}",-83.0844032589999,42.332033718
24,1249177,7 MILE,HEALY,2017-12-31,31,12,2017,19,1,4,9,,4,0,,2,1,4,35,2,2,4,3,0,0,1,1,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.05576,42.4333,"{
  ""coordinates"": [
    -8.305576362100000e+01,
    4.243329667400010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.055763621,
    42.433296674
  ],
  ""type"": ""Point""
}",-83.055763621,42.4332966740001
25,1250706,FIELDING,WADSWORTH,2017-12-31,31,12,2017,12,1,5,9,,,0,,3,5,1,0,2,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.24131,42.37407,"{
  ""coordinates"": [
    -8.324130671200000e+01,
    4.237407065300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.241306712,
    42.374070653
  ],
  ""type"": ""Point""
}",-83.241306712,42.374070653
26,1251954,KELLY,CORAM,2017-12-31,31,12,2017,20,1,5,9,,2,0,,2,2,4,30,2,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.95041,42.43822,"{
  ""coordinates"": [
    -8.295040632300000e+01,
    4.243822207700000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.950406323,
    42.438222077
  ],
  ""type"": ""Point""
}",-82.950406323,42.438222077
27,1249141,CANFIELD,CASS,2017-12-31,31,12,2017,13,1,5,9,,4,0,,2,1,1,25,2,2,4,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.06451,42.35169,"{
  ""coordinates"": [
    -8.306451196800001e+01,
    4.235168828100010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.064511968,
    42.351688281
  ],
  ""type"": ""Point""
}",-83.064511968,42.3516882810001
28,1253932,N M 39,W I 96,2017-12-31,31,12,2017,3,1,1,3,,1,1,,1,1,4,55,3,1,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.21693,42.37879,"{
  ""coordinates"": [
    -8.321692467500000e+01,
    4.237879142600010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.216924675,
    42.378791426
  ],
  ""type"": ""Point""
}",-83.216924675,42.3787914260001
29,1291150,BRUSH,ADAMS,2017-12-31,31,12,2017,13,1,97,9,,4,0,,1,1,1,35,4,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,true,false,false,,,false,false,false,false,false,-83.04662,42.33876,"{
  ""coordinates"": [
    -8.304661502999990e+01,
    4.233876226600010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.04661503,
    42.338762266
  ],
  ""type"": ""Point""
}",-83.0466150299999,42.3387622660001
30,1250727,LIVERNOIS,KEELER,2017-12-31,31,12,2017,12,1,5,9,,4,0,,3,1,4,35,4,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.14021,42.40442,"{
  ""coordinates"": [
    -8.314020512400000e+01,
    4.240442410500000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.140205124,
    42.404424105
  ],
  ""type"": ""Point""
}",-83.140205124,42.404424105
31,1257135,I-94,MORANG,2017-12-31,31,12,2017,23,1,8,1,,1,0,,1,1,4,55,3,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.93281,42.41994,"{
  ""coordinates"": [
    -8.293280824399990e+01,
    4.241994311400000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.932808244,
    42.419943114
  ],
  ""type"": ""Point""
}",-82.9328082439999,42.419943114
32,1280856,I-75,CLAY,2017-12-31,31,12,2017,2,1,5,1,,1,0,,3,1,5,70,3,2,2,3,0,0,1,0,false,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.06343,42.37962,"{
  ""coordinates"": [
    -8.306343342100000e+01,
    4.237961955200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.063433421,
    42.379619552
  ],
  ""type"": ""Point""
}",-83.063433421,42.3796195520001
33,1249178,CHRYSLER SERVICE,8 MILE,2017-12-31,31,12,2017,22,1,4,1,,1,0,,3,1,4,35,3,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.09469,42.44681,"{
  ""coordinates"": [
    -8.309468962100000e+01,
    4.244680834300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.094689621,
    42.446808343
  ],
  ""type"": ""Point""
}",-83.094689621,42.446808343
34,1249169,GRATIOT,FAIRMOUNT,2017-12-31,31,12,2017,13,1,5,3,,1,0,,1,1,1,35,6,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.97155,42.44439,"{
  ""coordinates"": [
    -8.297155353900000e+01,
    4.244439233300010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.971553539,
    42.444392333
  ],
  ""type"": ""Point""
}",-82.971553539,42.4443923330001
35,1251948,GUNSTON,GRATIOT,2017-12-31,31,12,2017,16,1,97,3,,1,0,,3,5,1,30,4,2,3,3,0,0,1,0,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.99525,42.40864,"{
  ""coordinates"": [
    -8.299525155399991e+01,
    4.240863988500010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.995251554,
    42.408639885
  ],
  ""type"": ""Point""
}",-82.9952515539999,42.4086398850001
36,1250679,CADIEUX,HARPER,2017-12-31,31,12,2017,7,1,5,9,,4,0,,1,1,4,30,2,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.93668,42.41651,"{
  ""coordinates"": [
    -8.293667370900000e+01,
    4.241650804000010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.936673709,
    42.41650804
  ],
  ""type"": ""Point""
}",-82.936673709,42.4165080400001
37,1250726,14TH,CHICAGO,2017-12-31,31,12,2017,20,1,4,9,,4,0,,1,1,4,25,2,2,3,5,0,0,0,0,true,,true,true,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.10522,42.37868,"{
  ""coordinates"": [
    -8.310521719499999e+01,
    4.237868034900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.105217195,
    42.378680349
  ],
  ""type"": ""Point""
}",-83.105217195,42.378680349
38,1257134,RAMP 049C,S I 75,2017-12-31,31,12,2017,17,1,1,1,,1,1,,1,1,4,70,1,1,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.09525,42.43521,"{
  ""coordinates"": [
    -8.309524984200000e+01,
    4.243520559300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.095249842,
    42.435205593
  ],
  ""type"": ""Point""
}",-83.095249842,42.435205593
39,1261630,MCNICHOLS,GREENFIELD,2017-12-31,31,12,2017,19,1,8,9,,2,0,,4,5,4,35,2,2,4,4,0,0,0,1,false,,false,false,true,true,false,,,,,,false,false,true,,,false,false,false,false,false,-83.19935,42.41599,"{
  ""coordinates"": [
    -8.319935086200000e+01,
    4.241598889900010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.199350862,
    42.415988899
  ],
  ""type"": ""Point""
}",-83.199350862,42.4159888990001
40,1250631,RAMP 037B,W I 96,2017-12-31,31,12,2017,11,1,1,1,,1,1,,4,1,1,55,1,1,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.08673,42.33248,"{
  ""coordinates"": [
    -8.308673409900000e+01,
    4.233247755700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.086734099,
    42.332477557
  ],
  ""type"": ""Point""
}",-83.086734099,42.3324775570001
41,1249181,N M 10,7 MILE,2017-12-31,31,12,2017,1,1,5,3,,1,0,,2,1,4,30,4,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.18692,42.43082,"{
  ""coordinates"": [
    -8.318691734799999e+01,
    4.243081526800010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.186917348,
    42.430815268
  ],
  ""type"": ""Point""
}",-83.186917348,42.4308152680001
42,1249130,HUBBELL,LYNDON,2017-12-31,31,12,2017,22,1,5,9,,4,0,,4,1,4,40,2,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.18861,42.39457,"{
  ""coordinates"": [
    -8.318861254900000e+01,
    4.239457286500000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.188612549,
    42.394572865
  ],
  ""type"": ""Point""
}",-83.188612549,42.394572865
43,1257332,PALMER,JOHN R,2017-12-31,31,12,2017,13,1,97,9,,,0,,4,5,1,25,4,3,5,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.06573,42.36296,"{
  ""coordinates"": [
    -8.306572458200000e+01,
    4.236295612000000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.065724582,
    42.36295612
  ],
  ""type"": ""Point""
}",-83.065724582,42.36295612
44,1249151,EVERGREEN,JOY,2017-12-31,31,12,2017,21,1,3,9,,4,0,,4,1,5,30,4,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.23595,42.35758,"{
  ""coordinates"": [
    -8.323594865599991e+01,
    4.235757903700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.235948656,
    42.357579037
  ],
  ""type"": ""Point""
}",-83.2359486559999,42.3575790370001
45,1249172,7MILE,HOOVER,2017-12-31,31,12,2017,17,1,97,3,,4,0,,3,1,1,30,4,2,5,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.00459,42.43444,"{
  ""coordinates"": [
    -8.300459055800000e+01,
    4.243443589500000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.004590558,
    42.434435895
  ],
  ""type"": ""Point""
}",-83.004590558,42.434435895
46,1248085,MCPHERSON,GODDARD,2017-12-31,31,12,2017,0,1,5,9,,,0,,4,2,4,25,2,2,0,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.06919,42.4054,"{
  ""coordinates"": [
    -8.306919209499991e+01,
    4.240539619600000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.069192095,
    42.405396196
  ],
  ""type"": ""Point""
}",-83.0691920949999,42.405396196
47,1249144,CAMPBELL,PORTER,2017-12-31,31,12,2017,13,1,8,9,,,3,,4,2,1,25,1,2,0,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.10063,42.31263,"{
  ""coordinates"": [
    -8.310063533200000e+01,
    4.231262580700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.100635332,
    42.312625807
  ],
  ""type"": ""Point""
}",-83.100635332,42.3126258070001
48,1249175,7 MILE,CONANT,2017-12-31,31,12,2017,16,1,8,9,,4,0,,3,1,1,35,2,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.07384,42.43293,"{
  ""coordinates"": [
    -8.307384345900000e+01,
    4.243292989900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.073843459,
    42.432929899
  ],
  ""type"": ""Point""
}",-83.073843459,42.432929899
49,1249133,LAFAYETTE,ST ANTOINE,2017-12-31,31,12,2017,2,1,4,9,,4,0,,1,1,4,30,2,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.04054,42.33467,"{
  ""coordinates"": [
    -8.304053926599990e+01,
    4.233467072100010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.040539266,
    42.334670721
  ],
  ""type"": ""Point""
}",-83.0405392659999,42.3346707210001
50,1270291,MACK,BEAUFAIT,2017-12-31,31,12,2017,18,1,4,9,,4,0,,3,1,4,35,3,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,true,,,false,false,false,false,false,-83.01925,42.36216,"{
  ""coordinates"": [
    -8.301925246199990e+01,
    4.236215613300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.019252462,
    42.362156133
  ],
  ""type"": ""Point""
}",-83.0192524619999,42.362156133
51,1249161,KENTFIELD,PEMBROKE,2017-12-31,31,12,2017,6,1,9,9,,,2,,4,5,5,15,2,2,0,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.24236,42.43616,"{
  ""coordinates"": [
    -8.324236225399990e+01,
    4.243616149000010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.242362254,
    42.43616149
  ],
  ""type"": ""Point""
}",-83.2423622539999,42.4361614900001
52,1249173,VAN DYKE,NEVADA,2017-12-31,31,12,2017,12,1,5,3,,1,0,,1,1,1,0,2,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.02397,42.42647,"{
  ""coordinates"": [
    -8.302396930000000e+01,
    4.242646603400000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.0239693,
    42.426466034
  ],
  ""type"": ""Point""
}",-83.0239693,42.426466034
53,1249164,GRAND RIVER,WINTHROP,2017-12-31,31,12,2017,18,1,8,3,,1,0,,4,1,4,35,5,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.19966,42.39319,"{
  ""coordinates"": [
    -8.319966261499999e+01,
    4.239318758900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.199662615,
    42.393187589
  ],
  ""type"": ""Point""
}",-83.199662615,42.393187589
54,1257330,JOHN R,PALMER,2017-12-31,31,12,2017,17,1,4,9,,4,0,,4,5,1,25,2,2,4,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.06563,42.36291,"{
  ""coordinates"": [
    -8.306563029499991e+01,
    4.236291280300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.065630295,
    42.362912803
  ],
  ""type"": ""Point""
}",-83.0656302949999,42.362912803
55,1255351,PLYMOUTH,WARD,2017-12-31,31,12,2017,3,1,1,9,,4,1,,3,1,4,35,4,1,3,1,1,0,1,1,false,,false,false,false,true,false,,,,,,false,false,false,,,false,false,false,false,false,-83.1732,42.37313,"{
  ""coordinates"": [
    -8.317320302400000e+01,
    4.237312899700000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.173203024,
    42.373128997
  ],
  ""type"": ""Point""
}",-83.173203024,42.373128997
