ObjectId,Crash ID,Primary Road,Intersecting Road,Crash Date,Day,Month,Year,Hour,Weekday,Crash Type Code,Highway Classification Code,Community Code,Jurisdiction Code,Lane Departure Type Code,Surface Type,Road Condition,Weather Condition,Lighting Condition,Speed Limit,Lanes,Units,Occupants,Most Severe Injury,Fatal Injuries,Suspected Serious Injuries,Suspected Minor Injuries,Possible Injuries,Property Damage Only,Secondary Crash,Traffic Control,Red Light Run,Hit and Run,Alcohol,Drugs,Unbelted Person,Work Zone,Speeding Driver,Distracted Driver,Driveway,Pedestrian,Elderly Driver,Young Driver,Commercial Vehicle,Emergency Vehicles,Train,School Bus,Motorcycle,Bicycle,Deer,Longitude,Latitude,geom,geog,x,y
1,9912860,RAMP 000H,WB I-96,2016-12-31,31,12,2016,8,7,5,1,,1,0,,1,2,1,0,2,2,4,4,0,0,0,3,false,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.21251,42.37929,"{
  ""coordinates"": [
    -8.321250994899999e+01,
    4.237928991200000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.212509949,
    42.379289912
  ],
  ""type"": ""Point""
}",-83.212509949,42.379289912
2,9911950,HARPER,CONNER,2016-12-31,31,12,2016,21,7,4,9,,4,0,,1,1,4,30,4,2,3,4,0,0,0,1,false,,false,false,true,false,false,,,,,,false,false,true,,,false,false,false,false,false,-82.98951,42.39731,"{
  ""coordinates"": [
    -8.298950765399999e+01,
    4.239730892600010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.989507654,
    42.397308926
  ],
  ""type"": ""Point""
}",-82.989507654,42.3973089260001
3,9910808,DAVISON,LASALLE,2016-12-31,31,12,2016,14,7,5,3,,1,0,,98,98,98,30,3,2,3,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.11932,42.39402,"{
  ""coordinates"": [
    -8.311931666500000e+01,
    4.239402084100000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.119316665,
    42.394020841
  ],
  ""type"": ""Point""
}",-83.119316665,42.394020841
4,9936644,I-375,GRATIOT,2016-12-31,31,12,2016,22,7,5,1,,1,0,,1,2,4,55,4,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.04182,42.33994,"{
  ""coordinates"": [
    -8.304182298400001e+01,
    4.233993477400000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.041822984,
    42.339934774
  ],
  ""type"": ""Point""
}",-83.041822984,42.339934774
5,9917227,MORANG,DUCHESS,2016-12-31,31,12,2016,22,7,5,9,,4,0,,1,1,4,30,2,2,2,4,0,0,0,2,false,,false,false,false,true,false,,,,,,false,false,false,,,false,false,false,false,false,-82.95389,42.42772,"{
  ""coordinates"": [
    -8.295388481700000e+01,
    4.242771359600000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.953884817,
    42.427713596
  ],
  ""type"": ""Point""
}",-82.953884817,42.427713596
6,9914388,WARREN,CADIEUX,2016-12-31,31,12,2016,13,7,4,9,,4,0,,1,1,1,30,2,2,3,3,0,0,1,1,false,,true,true,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.92982,42.40607,"{
  ""coordinates"": [
    -8.292982057099989e+01,
    4.240607307700000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.929820571,
    42.406073077
  ],
  ""type"": ""Point""
}",-82.9298205709999,42.406073077
7,9928372,7 MILE,JOHN R,2016-12-31,31,12,2016,22,7,4,9,,4,0,,1,1,4,30,2,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.10236,42.43227,"{
  ""coordinates"": [
    -8.310235337400000e+01,
    4.243227572600010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.102353374,
    42.432275726
  ],
  ""type"": ""Point""
}",-83.102353374,42.4322757260001
8,9909880,LAFAYETTE,I-75,2016-12-31,31,12,2016,1,7,5,9,,4,0,,1,1,4,35,2,2,4,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.03748,42.33577,"{
  ""coordinates"": [
    -8.303748569800000e+01,
    4.233577407600010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.037485698,
    42.335774076
  ],
  ""type"": ""Point""
}",-83.037485698,42.3357740760001
9,9909830,MORANG,KELLY,2016-12-31,31,12,2016,8,7,97,9,,4,0,,1,1,1,35,2,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.95711,42.42904,"{
  ""coordinates"": [
    -8.295710725899990e+01,
    4.242904302300010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.957107259,
    42.429043023
  ],
  ""type"": ""Point""
}",-82.9571072589999,42.4290430230001
10,9910762,MILWAUKEE,N M 10,2016-12-31,31,12,2016,12,7,4,3,,4,0,,1,1,1,30,8,2,3,4,0,0,0,2,false,,true,true,false,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.0809,42.36597,"{
  ""coordinates"": [
    -8.308090467700001e+01,
    4.236597403100010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.080904677,
    42.365974031
  ],
  ""type"": ""Point""
}",-83.080904677,42.3659740310001
11,9909817,MACK,CONCORD,2016-12-31,31,12,2016,20,7,8,9,,4,0,,1,1,4,30,2,2,2,4,0,0,0,2,false,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.01634,42.3632,"{
  ""coordinates"": [
    -8.301633911999990e+01,
    4.236320267900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.01633912,
    42.363202679
  ],
  ""type"": ""Point""
}",-83.0163391199999,42.363202679
12,9910804,WHITTIER,HARPER,2016-12-31,31,12,2016,2,7,4,9,,4,0,,1,1,4,35,4,2,3,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.94239,42.41244,"{
  ""coordinates"": [
    -8.294238948799990e+01,
    4.241243960700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.942389488,
    42.412439607
  ],
  ""type"": ""Point""
}",-82.9423894879999,42.4124396070001
13,9910755,N M 10 SERVICE DRIVE,PALLISTER,2016-12-31,31,12,2016,21,7,8,9,,4,0,,1,1,5,55,3,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,true,,,false,false,false,false,false,-83.08343,42.37032,"{
  ""coordinates"": [
    -8.308342526599991e+01,
    4.237031676200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.083425266,
    42.370316762
  ],
  ""type"": ""Point""
}",-83.0834252659999,42.3703167620001
14,9909820,GRAND,KERCHEVAL,2016-12-31,31,12,2016,2,7,8,9,,4,0,,1,1,4,0,2,2,0,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.00745,42.3556,"{
  ""coordinates"": [
    -8.300745400700001e+01,
    4.235560241100010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.007454007,
    42.355602411
  ],
  ""type"": ""Point""
}",-83.007454007,42.3556024110001
15,9910770,MICHIGAN,CICOTTE,2016-12-31,31,12,2016,21,7,97,2,,1,0,,1,1,4,35,5,3,0,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.12357,42.33112,"{
  ""coordinates"": [
    -8.312357510299999e+01,
    4.233112400900010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.123575103,
    42.331124009
  ],
  ""type"": ""Point""
}",-83.123575103,42.3311240090001
16,9936645,W I 96,ELMHURST,2016-12-31,31,12,2016,23,7,5,1,,1,0,,1,2,5,55,4,2,1,4,0,0,0,1,false,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.14618,42.37585,"{
  ""coordinates"": [
    -8.314617967000000e+01,
    4.237585138600010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.14617967,
    42.375851386
  ],
  ""type"": ""Point""
}",-83.14617967,42.3758513860001
17,9909821,WARREN,GRANDY,2016-12-31,31,12,2016,1,7,4,9,,4,0,,1,1,4,30,2,2,2,4,0,0,0,1,false,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.0387,42.36645,"{
  ""coordinates"": [
    -8.303870753400000e+01,
    4.236645061000010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.038707534,
    42.36645061
  ],
  ""type"": ""Point""
}",-83.038707534,42.3664506100001
18,9909866,8 MILE,BIRWOOD,2016-12-31,31,12,2016,18,7,1,3,,1,0,,1,1,5,45,3,2,0,3,0,0,1,0,false,,false,false,true,false,false,,,,,,true,false,false,,,false,false,false,false,false,-83.16586,42.44556,"{
  ""coordinates"": [
    -8.316585338100001e+01,
    4.244556048400010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.165853381,
    42.445560484
  ],
  ""type"": ""Point""
}",-83.165853381,42.4455604840001
19,9910796,ASBURY,FARGO,2016-12-31,31,12,2016,,7,5,9,,4,0,,1,1,4,25,1,2,0,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.20998,42.43968,"{
  ""coordinates"": [
    -8.320998437100000e+01,
    4.243967692700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.209984371,
    42.439676927
  ],
  ""type"": ""Point""
}",-83.209984371,42.4396769270001
20,9911953,FENKELL,WESTBROOK,2016-12-31,31,12,2016,14,7,5,9,,2,0,,1,2,1,0,2,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,true,,,false,false,false,false,false,-83.25089,42.40042,"{
  ""coordinates"": [
    -8.325088239900001e+01,
    4.240042442000000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.250882399,
    42.40042442
  ],
  ""type"": ""Point""
}",-83.250882399,42.40042442
21,9915601,I-75,MICHIGAN,2016-12-31,31,12,2016,3,7,1,1,,1,1,,1,2,5,70,2,1,1,3,0,0,1,0,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.08508,42.33208,"{
  ""coordinates"": [
    -8.308508321300000e+01,
    4.233207951400000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.085083213,
    42.332079514
  ],
  ""type"": ""Point""
}",-83.085083213,42.332079514
22,9914390,CORNWALL,YORKSHIRE,2016-12-31,31,12,2016,17,7,4,9,,,0,,1,1,4,25,2,2,2,5,0,0,0,0,true,,true,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.93303,42.40281,"{
  ""coordinates"": [
    -8.293303048000000e+01,
    4.240280716000010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.93303048,
    42.40280716
  ],
  ""type"": ""Point""
}",-82.93303048,42.4028071600001
23,9909877,7 MILE,JOHN R,2016-12-31,31,12,2016,22,7,3,9,,4,0,,1,1,4,30,4,2,4,4,0,0,0,1,false,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.10237,42.43227,"{
  ""coordinates"": [
    -8.310237273699990e+01,
    4.243227525400000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.102372737,
    42.432275254
  ],
  ""type"": ""Point""
}",-83.1023727369999,42.432275254
24,9936673,JEFFERSON,RANDOLPH,2016-12-31,31,12,2016,3,7,4,4,,1,0,,1,1,4,30,4,2,3,5,0,0,0,0,true,,false,false,false,true,false,,,,,,false,true,false,,,false,false,false,false,false,-83.04179,42.32968,"{
  ""coordinates"": [
    -8.304178652199990e+01,
    4.232967569800010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.041786522,
    42.329675698
  ],
  ""type"": ""Point""
}",-83.0417865219999,42.3296756980001
25,9909857,7 MILE,KINGSTON,2016-12-31,31,12,2016,3,7,1,9,,2,0,,1,1,4,30,4,1,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.13575,42.43169,"{
  ""coordinates"": [
    -8.313574787399990e+01,
    4.243169475200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.135747874,
    42.431694752
  ],
  ""type"": ""Point""
}",-83.1357478739999,42.4316947520001
26,9910756,I 94,JUNCTION,2016-12-31,31,12,2016,17,7,1,1,,1,1,,1,1,5,55,3,1,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.11861,42.34013,"{
  ""coordinates"": [
    -8.311861560100000e+01,
    4.234012664100000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.118615601,
    42.340126641
  ],
  ""type"": ""Point""
}",-83.118615601,42.340126641
27,9909807,RAMP 117A,MILWAUKEE,2016-12-31,31,12,2016,10,7,4,3,,1,0,,1,1,1,25,2,2,2,4,0,0,0,1,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.0806,42.36604,"{
  ""coordinates"": [
    -8.308060639000000e+01,
    4.236603809400000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.08060639,
    42.366038094
  ],
  ""type"": ""Point""
}",-83.08060639,42.366038094
28,9923451,CHENE,ERSKINE,2016-12-31,31,12,2016,16,7,8,9,,4,0,,1,1,1,25,2,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.03316,42.35421,"{
  ""coordinates"": [
    -8.303316868300000e+01,
    4.235420436700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.033168683,
    42.354204367
  ],
  ""type"": ""Point""
}",-83.033168683,42.3542043670001
29,9914271,N I 375,GRATIOT,2016-12-31,31,12,2016,12,7,8,1,,1,0,,1,1,1,70,4,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.0405,42.3395,"{
  ""coordinates"": [
    -8.304050826000000e+01,
    4.233950240500010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.04050826,
    42.339502405
  ],
  ""type"": ""Point""
}",-83.04050826,42.3395024050001
30,9910767,DIX,HONORAH,2016-12-31,31,12,2016,15,7,4,9,,4,0,,1,1,1,30,2,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.12565,42.31694,"{
  ""coordinates"": [
    -8.312565211299990e+01,
    4.231694543000000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.125652113,
    42.31694543
  ],
  ""type"": ""Point""
}",-83.1256521129999,42.31694543
31,9914384,3955 BALFOUR,BREMAN,2016-12-31,31,12,2016,1,7,8,9,,,0,,1,1,5,25,2,2,0,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.94228,42.39312,"{
  ""coordinates"": [
    -8.294227839599991e+01,
    4.239312486400010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.942278396,
    42.393124864
  ],
  ""type"": ""Point""
}",-82.9422783959999,42.3931248640001
32,9915642,WARREN,N M 39 SERVICE DRIVE,2016-12-31,31,12,2016,12,7,8,9,,2,0,,1,1,1,40,2,2,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.21575,42.34337,"{
  ""coordinates"": [
    -8.321574808199991e+01,
    4.234337422600000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.215748082,
    42.343374226
  ],
  ""type"": ""Point""
}",-83.2157480819999,42.343374226
33,9909794,GRAND,SCOVEL,2016-12-31,31,12,2016,20,7,4,9,,4,0,,1,1,4,25,3,2,1,5,0,0,0,0,true,,true,false,true,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.1108,42.35392,"{
  ""coordinates"": [
    -8.311080485900000e+01,
    4.235392520600000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.110804859,
    42.353925206
  ],
  ""type"": ""Point""
}",-83.110804859,42.353925206
34,9910809,LIVERNOIS,KEELER,2016-12-31,31,12,2016,1,7,4,9,,4,0,,1,1,4,35,3,2,2,4,0,0,0,2,false,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.14021,42.40449,"{
  ""coordinates"": [
    -8.314020467900001e+01,
    4.240448836200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.140204679,
    42.404488362
  ],
  ""type"": ""Point""
}",-83.140204679,42.4044883620001
35,9909804,N I 75,W I 94,2016-12-31,31,12,2016,10,7,8,1,,1,0,,1,2,1,70,3,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.05803,42.36876,"{
  ""coordinates"": [
    -8.305802667899999e+01,
    4.236875490400010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.058026679,
    42.368754904
  ],
  ""type"": ""Point""
}",-83.058026679,42.3687549040001
36,9910787,SHERIDAN,VERNOR,2016-12-31,31,12,2016,17,7,98,9,,,0,,1,1,3,25,1,2,0,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.00615,42.35869,"{
  ""coordinates"": [
    -8.300615084000000e+01,
    4.235869223500000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.00615084,
    42.358692235
  ],
  ""type"": ""Point""
}",-83.00615084,42.358692235
37,9909799,OAKMAN,JOY,2016-12-31,31,12,2016,22,7,4,9,,4,0,,1,1,4,30,2,2,1,4,0,0,0,1,false,,true,true,true,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.16081,42.35894,"{
  ""coordinates"": [
    -8.316081383900000e+01,
    4.235894559200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.160813839,
    42.358945592
  ],
  ""type"": ""Point""
}",-83.160813839,42.3589455920001
38,9909805,MADISON,BRUSH,2016-12-31,31,12,2016,13,7,98,9,,4,0,,1,1,1,0,4,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.04573,42.33743,"{
  ""coordinates"": [
    -8.304573105900000e+01,
    4.233742526000000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.045731059,
    42.33742526
  ],
  ""type"": ""Point""
}",-83.045731059,42.33742526
39,9909808,TOLEDO,HAMMOND,2016-12-31,31,12,2016,0,7,6,9,,4,0,,1,1,4,0,2,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.10883,42.319,"{
  ""coordinates"": [
    -8.310883094600000e+01,
    4.231899599300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.108830946,
    42.318995993
  ],
  ""type"": ""Point""
}",-83.108830946,42.318995993
40,9909868,8 MILE,RALSTON,2016-12-31,31,12,2016,17,7,97,3,,1,1,,1,1,4,40,4,2,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,true,false,false,,,false,false,false,false,false,-83.1171,42.4466,"{
  ""coordinates"": [
    -8.311709890600000e+01,
    4.244660173400010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.117098906,
    42.446601734
  ],
  ""type"": ""Point""
}",-83.117098906,42.4466017340001
41,9909855,SEVEN MILE,STOEPLE,2016-12-31,31,12,2016,21,7,5,9,,2,0,,1,1,4,35,2,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.14251,42.43158,"{
  ""coordinates"": [
    -8.314250796100001e+01,
    4.243158339200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.142507961,
    42.431583392
  ],
  ""type"": ""Point""
}",-83.142507961,42.4315833920001
42,9909846,RYAN,NEVADA,2016-12-31,31,12,2016,22,7,5,9,,4,0,,1,1,4,35,2,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.06269,42.4257,"{
  ""coordinates"": [
    -8.306268772200001e+01,
    4.242569600100010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.062687722,
    42.425696001
  ],
  ""type"": ""Point""
}",-83.062687722,42.4256960010001
43,9911968,LAFAYETTE,RIVARD,2016-12-31,31,12,2016,4,7,8,9,,4,0,,1,2,4,30,3,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.03598,42.33644,"{
  ""coordinates"": [
    -8.303597903199990e+01,
    4.233644542100010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.035979032,
    42.336445421
  ],
  ""type"": ""Point""
}",-83.0359790319999,42.3364454210001
44,9909822,GRATIOT,GRAND,2016-12-31,31,12,2016,14,7,4,3,,1,0,,1,2,1,0,4,2,6,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,true,,,false,false,false,false,false,-83.01865,42.37284,"{
  ""coordinates"": [
    -8.301865104900000e+01,
    4.237284535500000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.018651049,
    42.372845355
  ],
  ""type"": ""Point""
}",-83.018651049,42.372845355
45,9917288,ORLEANS,EMERY,2016-12-31,31,12,2016,12,7,1,9,,,1,,1,1,1,25,1,1,1,1,1,0,0,0,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.08542,42.4361,"{
  ""coordinates"": [
    -8.308542132299991e+01,
    4.243610489300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.085421323,
    42.436104893
  ],
  ""type"": ""Point""
}",-83.0854213229999,42.436104893
46,9909873,JAMES COUZENS,MCNICHOLS,2016-12-31,31,12,2016,6,7,5,9,,4,0,,1,1,4,35,2,2,4,2,0,1,0,0,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.17247,42.41666,"{
  ""coordinates"": [
    -8.317247146900000e+01,
    4.241666146100000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.172471469,
    42.416661461
  ],
  ""type"": ""Point""
}",-83.172471469,42.416661461
47,9915671,DEXTER,COLUMBUS,2016-12-31,31,12,2016,19,7,8,9,,4,0,,1,1,4,25,2,2,1,4,0,0,0,1,false,,false,false,false,true,false,,,,,,false,false,false,,,false,false,false,false,false,-83.11139,42.36094,"{
  ""coordinates"": [
    -8.311138826299999e+01,
    4.236093589900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.111388263,
    42.360935899
  ],
  ""type"": ""Point""
}",-83.111388263,42.360935899
48,9909797,FULLERTON,HUBBELL,2016-12-31,31,12,2016,1,7,6,9,,4,0,,1,1,4,0,4,2,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.18805,42.38007,"{
  ""coordinates"": [
    -8.318804731800000e+01,
    4.238006508300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.188047318,
    42.380065083
  ],
  ""type"": ""Point""
}",-83.188047318,42.380065083
49,9924781,JOHN KRONK,CENTRAL,2016-12-30,30,12,2016,23,6,2,9,,4,2,,1,1,4,25,2,2,4,3,0,0,1,0,false,,false,false,true,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.13129,42.32283,"{
  ""coordinates"": [
    -8.313128631799999e+01,
    4.232283180200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.131286318,
    42.322831802
  ],
  ""type"": ""Point""
}",-83.131286318,42.3228318020001
50,9924821,REMINGTON,FLEMING,2016-12-30,30,12,2016,22,6,4,9,,,0,,1,1,4,25,4,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.0788,42.44256,"{
  ""coordinates"": [
    -8.307879284599990e+01,
    4.244255812200000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.078792846,
    42.442558122
  ],
  ""type"": ""Point""
}",-83.0787928459999,42.442558122
51,9909827,GRATIOT,GUNSTON,2016-12-30,30,12,2016,2,6,5,3,,1,0,,1,1,4,0,3,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.99509,42.40857,"{
  ""coordinates"": [
    -8.299508938600000e+01,
    4.240857474500010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.995089386,
    42.408574745
  ],
  ""type"": ""Point""
}",-82.995089386,42.4085747450001
52,9914315,I-94,FRONTENAC,2016-12-30,30,12,2016,15,6,5,1,,1,0,,1,2,1,55,3,2,4,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.02563,42.38505,"{
  ""coordinates"": [
    -8.302563432200000e+01,
    4.238504891000010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.025634322,
    42.38504891
  ],
  ""type"": ""Point""
}",-83.025634322,42.3850489100001
53,9909803,S I 75 SERVICE DRIVE,WARREN,2016-12-30,30,12,2016,13,6,5,1,,4,0,,1,2,1,30,4,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.055,42.36077,"{
  ""coordinates"": [
    -8.305500064300000e+01,
    4.236076983000000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.055000643,
    42.36076983
  ],
  ""type"": ""Point""
}",-83.055000643,42.36076983
54,9909801,LYNDON,MEYERS,2016-12-30,30,12,2016,11,6,4,9,,4,0,,1,1,3,35,4,2,4,5,0,0,0,0,true,,true,true,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.16904,42.39503,"{
  ""coordinates"": [
    -8.316904475800000e+01,
    4.239502894400000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.169044758,
    42.395028944
  ],
  ""type"": ""Point""
}",-83.169044758,42.395028944
55,9908352,JOHN C LODGE SERVICE,WYOMING,2016-12-30,30,12,2016,1,6,5,3,,1,0,,2,1,4,25,3,2,5,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.16185,42.40639,"{
  ""coordinates"": [
    -8.316185334200000e+01,
    4.240639282700000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.161853342,
    42.406392827
  ],
  ""type"": ""Point""
}",-83.161853342,42.406392827
56,9909832,HAMILTON,WEBB,2016-12-30,30,12,2016,15,6,5,9,,4,0,,4,98,98,35,3,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.09727,42.38919,"{
  ""coordinates"": [
    -8.309727700300000e+01,
    4.238919090300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.097277003,
    42.389190903
  ],
  ""type"": ""Point""
}",-83.097277003,42.389190903
57,9914337,M-10,MCNICHOLS,2016-12-30,30,12,2016,7,6,8,3,,1,0,,1,1,4,55,3,2,2,4,0,0,0,2,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.17174,42.41631,"{
  ""coordinates"": [
    -8.317173814200000e+01,
    4.241630757000010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.171738142,
    42.41630757
  ],
  ""type"": ""Point""
}",-83.171738142,42.4163075700001
