ObjectId,Crash ID,Primary Road,Intersecting Road,Crash Date,Day,Month,Year,Hour,Weekday,Crash Type Code,Highway Classification Code,Community Code,Jurisdiction Code,Lane Departure Type Code,Surface Type,Road Condition,Weather Condition,Lighting Condition,Speed Limit,Lanes,Units,Occupants,Most Severe Injury,Fatal Injuries,Suspected Serious Injuries,Suspected Minor Injuries,Possible Injuries,Property Damage Only,Secondary Crash,Traffic Control,Red Light Run,Hit and Run,Alcohol,Drugs,Unbelted Person,Work Zone,Speeding Driver,Distracted Driver,Driveway,Pedestrian,Elderly Driver,Young Driver,Commercial Vehicle,Emergency Vehicles,Train,School Bus,Motorcycle,Bicycle,Deer,Longitude,Latitude,geom,geog,x,y
11,1364506,WYOMING,MCNICHOLS,2018-05-03,3,5,2018,17,5,5,9,,4,0,Asphalt,2,1,1,30,4,2,1,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.16032,42.41701,"{
  ""coordinates"": [
    -8.316032781264219e+01,
    4.241700897178540e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.160327813,
    42.417008972
  ],
  ""type"": ""Point""
}",-83.160327813,42.4170089720001
12,1365766,RANDOLPH,JEFFERSON,2018-05-03,3,5,2018,18,5,3,3,,1,0,Asphalt,1,2,1,30,4,2,2,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.042,42.32995,"{
  ""coordinates"": [
    -8.304200125257719e+01,
    4.232995198009670e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.042001253,
    42.32995198
  ],
  ""type"": ""Point""
}",-83.042001253,42.32995198
13,1365855,BRINGARD,RENO,2018-05-03,3,5,2018,19,5,8,9,,,3,,1,1,3,25,2,2,0,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-82.98291,42.44589,"{
  ""coordinates"": [
    -8.298291220172550e+01,
    4.244588729268610e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.982912202,
    42.445887293
  ],
  ""type"": ""Point""
}",-82.982912202,42.4458872930001
14,1365809,MICHIGAN,CENTRAL,2018-05-03,3,5,2018,12,5,5,2,,1,0,Asphalt,1,1,1,30,3,2,2,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.1376,42.3311,"{
  ""coordinates"": [
    -8.313759651584500e+01,
    4.233110219371840e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.137596516,
    42.331102194
  ],
  ""type"": ""Point""
}",-83.137596516,42.331102194
15,1374713,LAKEWOOD,AVONDALE,2018-05-03,3,5,2018,22,5,5,9,,5,0,Asphalt,2,4,4,25,2,4,1,5,0,0,0,0,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-82.9416,42.36605,"{
  ""coordinates"": [
    -8.294160414104191e+01,
    4.236605556034520e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.941604141,
    42.36605556
  ],
  ""type"": ""Point""
}",-82.941604141,42.3660555600001
16,1366974,W I 96,W M 8,2018-05-03,3,5,2018,9,5,8,1,,1,0,Concrete,2,4,1,70,3,2,4,4,0,0,0,2,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,-83.15791,42.38542,"{
  ""coordinates"": [
    -8.315791125810500e+01,
    4.238541657138650e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.157911258,
    42.385416571
  ],
  ""type"": ""Point""
}",-83.157911258,42.3854165710001
17,1364479,GREENFIELD,TIREMAN,2018-05-03,3,5,2018,19,5,4,9,,2,0,Asphalt,2,2,1,35,5,2,3,1,1,0,0,1,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.19661,42.35089,"{
  ""coordinates"": [
    -8.319660884540470e+01,
    4.235089033258950e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.196608845,
    42.350890333
  ],
  ""type"": ""Point""
}",-83.196608845,42.3508903330001
18,1364470,GRAND RIVER,WOODWARD,2018-05-03,3,5,2018,9,5,10,3,,1,0,Asphalt,2,2,1,30,4,2,1,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.2086,42.39679,"{
  ""coordinates"": [
    -8.320860059837410e+01,
    4.239678857452870e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.208600598,
    42.396788575
  ],
  ""type"": ""Point""
}",-83.208600598,42.3967885750001
19,1375520,8 MILE,RYAN,2018-05-03,3,5,2018,11,5,8,3,,1,0,Asphalt,1,2,1,45,3,2,2,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.06537,42.44724,"{
  ""coordinates"": [
    -8.306536737771080e+01,
    4.244724123736420e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.065367378,
    42.447241237
  ],
  ""type"": ""Point""
}",-83.065367378,42.4472412370001
20,1363607,RYAN,REMINGTON,2018-05-03,3,5,2018,0,5,8,9,,4,0,Asphalt,2,4,4,35,2,2,1,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,-83.06368,42.44298,"{
  ""coordinates"": [
    -8.306368631386530e+01,
    4.244298063823820e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.063686314,
    42.442980638
  ],
  ""type"": ""Point""
}",-83.0636863139999,42.4429806380001
21,1373100,HARPER,WHITTIER,2018-05-03,3,5,2018,22,5,1,9,,4,0,Asphalt,2,4,4,30,4,2,1,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,-82.94237,42.41246,"{
  ""coordinates"": [
    -8.294236554912500e+01,
    4.241246603738080e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.942365549,
    42.412466037
  ],
  ""type"": ""Point""
}",-82.942365549,42.4124660370001
22,1366990,E I 96 CD,GRAND RIVER,2018-05-03,3,5,2018,0,5,1,1,,1,0,Asphalt,2,4,4,70,3,1,1,4,0,0,0,1,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,-83.17562,42.38357,"{
  ""coordinates"": [
    -8.317561902198899e+01,
    4.238356648975110e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.175619022,
    42.38356649
  ],
  ""type"": ""Point""
}",-83.175619022,42.3835664900001
23,1364474,CLARK,PORTER,2018-05-03,3,5,2018,7,5,5,9,,4,0,Asphalt,2,4,1,25,2,2,7,4,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.09313,42.31649,"{
  ""coordinates"": [
    -8.309313070264990e+01,
    4.231649490183080e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.093130703,
    42.316494902
  ],
  ""type"": ""Point""
}",-83.093130703,42.316494902
24,1366977,E I 96,GRAND RIVER,2018-05-03,3,5,2018,12,5,5,1,,1,0,Concrete,2,2,1,70,4,2,1,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.17412,42.38407,"{
  ""coordinates"": [
    -8.317411897231210e+01,
    4.238406801738950e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.174118972,
    42.384068017
  ],
  ""type"": ""Point""
}",-83.174118972,42.3840680170001
25,1370211,I-75,7 MILE,2018-05-03,3,5,2018,10,5,8,1,,1,0,Asphalt,2,4,1,70,3,2,2,4,0,0,0,1,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,-83.09463,42.43228,"{
  ""coordinates"": [
    -8.309463095143241e+01,
    4.243228044151260e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.094630951,
    42.432280442
  ],
  ""type"": ""Point""
}",-83.0946309509999,42.432280442
26,1366976,N I 75,BRENTWOOD,2018-05-03,3,5,2018,12,5,8,1,,1,0,Asphalt,2,1,1,70,4,2,1,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,-83.09447,42.43105,"{
  ""coordinates"": [
    -8.309447761823800e+01,
    4.243105386089920e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.094477618,
    42.431053861
  ],
  ""type"": ""Point""
}",-83.094477618,42.4310538610001
27,1371332,M-39,8 MILE,2018-05-03,3,5,2018,16,5,5,3,,1,0,Concrete,2,4,1,55,3,2,2,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,-83.21967,42.44304,"{
  ""coordinates"": [
    -8.321966379685480e+01,
    4.244304090910970e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.219663797,
    42.443040909
  ],
  ""type"": ""Point""
}",-83.219663797,42.443040909
28,1367834,JEFFERSON,CHENE,2018-05-03,3,5,2018,13,5,4,9,,4,0,Asphalt,1,2,1,35,7,2,1,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.02248,42.33832,"{
  ""coordinates"": [
    -8.302247347431420e+01,
    4.233831959752080e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.022473474,
    42.338319598
  ],
  ""type"": ""Point""
}",-83.022473474,42.3383195980001
29,1364500,8 MILE,MOUNT ELLIOTT,2018-05-03,3,5,2018,9,5,5,3,,1,0,Asphalt,2,4,1,35,2,2,1,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.03979,42.44787,"{
  ""coordinates"": [
    -8.303978738258320e+01,
    4.244786739977290e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.039787383,
    42.4478674
  ],
  ""type"": ""Point""
}",-83.039787383,42.4478674000001
30,1386435,TIREMAN,MILLER,2018-05-03,3,5,2018,9,5,4,9,,4,0,Asphalt,2,4,1,25,2,2,2,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.16734,42.3515,"{
  ""coordinates"": [
    -8.316733246558481e+01,
    4.235150012531550e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.167332466,
    42.351500125
  ],
  ""type"": ""Point""
}",-83.1673324659999,42.351500125
31,1374710,CADIEUX,WARREN,2018-05-03,3,5,2018,16,5,97,9,,4,0,Asphalt,2,4,1,25,4,2,2,4,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,-82.92999,42.40633,"{
  ""coordinates"": [
    -8.292999440031080e+01,
    4.240632498651080e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.9299944,
    42.406324987
  ],
  ""type"": ""Point""
}",-82.9299943999999,42.4063249870001
32,1366972,M10,M8,2018-05-03,3,5,2018,9,5,5,3,,1,0,Concrete,2,4,1,55,2,2,2,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,-83.11494,42.40102,"{
  ""coordinates"": [
    -8.311493970042871e+01,
    4.240102130847710e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.1149397,
    42.401021308
  ],
  ""type"": ""Point""
}",-83.1149397,42.4010213080001
33,1428815,WARREN,FORRER,2018-05-03,3,5,2018,18,5,2,9,,2,2,Asphalt,2,2,1,,2,2,1,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.19965,42.34362,"{
  ""coordinates"": [
    -8.319964790418430e+01,
    4.234362199541250e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.199647904,
    42.343621995
  ],
  ""type"": ""Point""
}",-83.199647904,42.343621995
34,1365791,CONGRESS,BATES,2018-05-03,3,5,2018,16,5,4,9,,4,0,Asphalt,1,2,1,25,3,2,2,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,-83.04463,42.33071,"{
  ""coordinates"": [
    -8.304463208783380e+01,
    4.233070957712410e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.044632088,
    42.330709577
  ],
  ""type"": ""Point""
}",-83.044632088,42.3307095770001
35,1365857,MORANG,MAPLERIDGE,2018-05-03,3,5,2018,17,5,5,9,,4,0,Asphalt,2,1,1,25,2,2,3,4,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,-82.95813,42.42976,"{
  ""coordinates"": [
    -8.295813267898400e+01,
    4.242975726600770e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.958132679,
    42.429757266
  ],
  ""type"": ""Point""
}",-82.958132679,42.4297572660001
36,1365771,CHEYENNE,CHALFONTE,2018-05-03,3,5,2018,19,5,4,9,,,0,,1,1,1,25,2,2,4,4,0,0,0,2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.17471,42.40009,"{
  ""coordinates"": [
    -8.317471246745400e+01,
    4.240009055267770e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.174712467,
    42.400090553
  ],
  ""type"": ""Point""
}",-83.1747124669999,42.400090553
37,1364505,MCNICHOLS,SCHAEFER,2018-05-03,3,5,2018,15,5,5,9,,2,0,Asphalt,1,2,1,35,5,2,2,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,-83.17993,42.41659,"{
  ""coordinates"": [
    -8.317993046264090e+01,
    4.241658834667120e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.179930463,
    42.416588347
  ],
  ""type"": ""Point""
}",-83.1799304629999,42.4165883470001
38,1366997,M-10,OAKMAN,2018-05-03,3,5,2018,16,5,1,3,,1,1,Concrete,2,4,1,55,4,1,1,4,0,0,0,1,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,-83.11526,42.40149,"{
  ""coordinates"": [
    -8.311526093994689e+01,
    4.240148412767630e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.11526094,
    42.401484128
  ],
  ""type"": ""Point""
}",-83.11526094,42.401484128
39,1364503,CLIFF,EMERY,2018-05-03,3,5,2018,,5,98,9,,,0,,98,98,98,25,1,2,0,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.02859,42.43563,"{
  ""coordinates"": [
    -8.302858765887450e+01,
    4.243563418963840e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.028587659,
    42.43563419
  ],
  ""type"": ""Point""
}",-83.028587659,42.43563419
40,1364473,MICHIGAN,GILBERT,2018-05-03,3,5,2018,8,5,5,2,,1,0,Asphalt,2,4,1,35,2,2,2,4,0,0,0,1,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,-83.12208,42.33112,"{
  ""coordinates"": [
    -8.312207937496480e+01,
    4.233112035098740e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.122079375,
    42.331120351
  ],
  ""type"": ""Point""
}",-83.1220793749999,42.331120351
41,1366991,E I 94,N M 10,2018-05-03,3,5,2018,2,5,1,1,,1,1,Asphalt,2,4,4,55,4,1,1,4,0,0,0,1,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,-83.07574,42.35924,"{
  ""coordinates"": [
    -8.307574613899000e+01,
    4.235923776855480e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.075746139,
    42.359237769
  ],
  ""type"": ""Point""
}",-83.075746139,42.3592377690001
42,1428750,JOY,WHITCOMB,2018-05-03,3,5,2018,18,5,5,9,,4,0,Asphalt,1,1,1,35,4,2,1,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.19485,42.35817,"{
  ""coordinates"": [
    -8.319485386005790e+01,
    4.235817377865020e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.19485386,
    42.358173779
  ],
  ""type"": ""Point""
}",-83.19485386,42.358173779
43,1364468,FORT,RAMP 029C,2018-05-03,3,5,2018,21,5,5,3,,1,0,Asphalt,2,4,4,45,3,2,4,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.15405,42.27726,"{
  ""coordinates"": [
    -8.315405282566600e+01,
    4.227725616813850e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.154052826,
    42.277256168
  ],
  ""type"": ""Point""
}",-83.1540528259999,42.2772561680001
44,1364453,JOY,WYOMING,2018-05-03,3,5,2018,7,5,3,9,,4,0,Asphalt,2,4,1,30,9,2,2,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,-83.15801,42.359,"{
  ""coordinates"": [
    -8.315801155763990e+01,
    4.235899689682310e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.158011558,
    42.358996897
  ],
  ""type"": ""Point""
}",-83.1580115579999,42.3589968970001
45,1368625,MAYFIELD,PEORIA,2018-05-03,3,5,2018,13,5,2,9,,,2,,2,1,1,25,2,2,1,4,0,0,0,1,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,-82.97716,42.42223,"{
  ""coordinates"": [
    -8.297715500194511e+01,
    4.242222920816970e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.977155002,
    42.422229208
  ],
  ""type"": ""Point""
}",-82.977155002,42.422229208
46,1365836,GRATIOT,MORAN,2018-05-03,3,5,2018,12,5,4,3,,1,0,Asphalt,1,2,1,35,3,2,3,2,0,1,0,0,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,-83.02656,42.36088,"{
  ""coordinates"": [
    -8.302655441812890e+01,
    4.236087837068180e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.026554418,
    42.360878371
  ],
  ""type"": ""Point""
}",-83.026554418,42.3608783710001
47,1365813,CENTRAL,MICHIGAN,2018-05-03,3,5,2018,16,5,5,2,,4,0,Asphalt,2,4,1,35,2,2,2,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.13759,42.33104,"{
  ""coordinates"": [
    -8.313758700022800e+01,
    4.233103648445180e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.137587,
    42.331036484
  ],
  ""type"": ""Point""
}",-83.1375869999999,42.331036484
48,1365915,JOHN R,WARREN,2018-05-03,3,5,2018,11,5,5,9,,4,0,Asphalt,2,4,1,30,4,2,2,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.06217,42.3577,"{
  ""coordinates"": [
    -8.306217005097010e+01,
    4.235770021024250e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.062170051,
    42.35770021
  ],
  ""type"": ""Point""
}",-83.062170051,42.3577002100001
49,1367038,I 96 W/B,GRAND,2018-05-03,3,5,2018,22,5,1,1,,1,1,Asphalt,2,4,4,70,4,1,1,5,0,0,0,0,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,-83.10699,42.35456,"{
  ""coordinates"": [
    -8.310698492074910e+01,
    4.235456372599950e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.106984921,
    42.354563726
  ],
  ""type"": ""Point""
}",-83.1069849209999,42.354563726
50,1373915,BALFOUR,WARREN,2018-05-03,3,5,2018,16,5,4,9,,,0,,2,1,1,35,2,2,1,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-82.94673,42.39988,"{
  ""coordinates"": [
    -8.294672896763920e+01,
    4.239987539067650e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.946728968,
    42.399875391
  ],
  ""type"": ""Point""
}",-82.9467289679999,42.3998753910001
51,1365841,MCNICHOLS,S M 39,2018-05-03,3,5,2018,16,5,9,9,,2,0,Asphalt,1,1,1,35,5,2,3,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,-83.21886,42.41555,"{
  ""coordinates"": [
    -8.321885845279320e+01,
    4.241554912925090e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.218858453,
    42.415549129
  ],
  ""type"": ""Point""
}",-83.2188584529999,42.4155491290001
52,1372331,SOUTHFIELD SERVICE DRIVE,MCNICHOLS,2018-05-03,3,5,2018,16,5,8,9,,4,0,Asphalt,2,4,1,35,2,2,2,5,0,0,0,0,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.21922,42.41513,"{
  ""coordinates"": [
    -8.321921846683570e+01,
    4.241513165060630e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.219218467,
    42.415131651
  ],
  ""type"": ""Point""
}",-83.219218467,42.4151316510001
53,1367055,GRAND RIVER,EVERGREEN,2018-05-03,3,5,2018,21,5,4,3,,1,0,Asphalt,1,1,4,35,4,2,1,5,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-83.23783,42.40855,"{
  ""coordinates"": [
    -8.323782857309980e+01,
    4.240855525922020e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.237828573,
    42.408555259
  ],
  ""type"": ""Point""
}",-83.2378285729999,42.408555259
