ObjectId,Crash ID,Primary Road,Intersecting Road,Crash Date,Day,Month,Year,Hour,Weekday,Crash Type Code,Highway Classification Code,Community Code,Jurisdiction Code,Lane Departure Type Code,Surface Type,Road Condition,Weather Condition,Lighting Condition,Speed Limit,Lanes,Units,Occupants,Most Severe Injury,Fatal Injuries,Suspected Serious Injuries,Suspected Minor Injuries,Possible Injuries,Property Damage Only,Secondary Crash,Traffic Control,Red Light Run,Hit and Run,Alcohol,Drugs,Unbelted Person,Work Zone,Speeding Driver,Distracted Driver,Driveway,Pedestrian,Elderly Driver,Young Driver,Commercial Vehicle,Emergency Vehicles,Train,School Bus,Motorcycle,Bicycle,Deer,Longitude,Latitude,geom,geog,x,y
11,9597219,GRATIOT,MCNICHOLS,2015-12-31,31,12,2015,23,5,8,3,,1,0,,1,1,4,35,5,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.98477,42.42433,"{
  ""coordinates"": [
    -8.298477064699991e+01,
    4.242433268700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.984770647,
    42.424332687
  ],
  ""type"": ""Point""
}",-82.9847706469999,42.4243326870001
12,9474075,CONNER,GRATIOT,2015-12-31,31,12,2015,16,5,5,3,,4,0,,1,1,3,35,2,3,4,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,false,,,false,false,false,false,false,-82.99747,42.40489,"{
  ""coordinates"": [
    -8.299746765099999e+01,
    4.240488682500010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.997467651,
    42.404886825
  ],
  ""type"": ""Point""
}",-82.997467651,42.4048868250001
13,9607591,N I 75 SERVICE DRIVE,ROSA PARKS,2015-12-31,31,12,2015,13,5,4,9,,4,0,,1,1,1,30,2,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.07285,42.33279,"{
  ""coordinates"": [
    -8.307284442600000e+01,
    4.233279054900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.072844426,
    42.332790549
  ],
  ""type"": ""Point""
}",-83.072844426,42.332790549
14,9473937,S M 10,RAMP 215G,2015-12-31,31,12,2015,22,5,5,3,,1,3,,1,1,4,55,4,2,4,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.07874,42.36255,"{
  ""coordinates"": [
    -8.307873993699999e+01,
    4.236254710300010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.078739937,
    42.362547103
  ],
  ""type"": ""Point""
}",-83.078739937,42.3625471030001
15,9472900,HARPER,MOROSS,2015-12-31,31,12,2015,14,5,8,9,,4,0,,1,2,1,25,3,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.92928,42.42461,"{
  ""coordinates"": [
    -8.292927325900000e+01,
    4.242460790700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.929273259,
    42.424607907
  ],
  ""type"": ""Point""
}",-82.929273259,42.4246079070001
16,9475220,GRAND,I 96 SERVICE,2015-12-31,31,12,2015,0,5,97,3,,1,0,,1,1,4,35,3,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.17515,42.38331,"{
  ""coordinates"": [
    -8.317515090200000e+01,
    4.238331152900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.175150902,
    42.383311529
  ],
  ""type"": ""Point""
}",-83.175150902,42.383311529
17,9472883,OUTER,MCNICHOLS,2015-12-31,31,12,2015,19,5,97,9,,2,0,,1,1,2,30,2,2,4,4,0,0,0,1,false,,true,true,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.01374,42.4197,"{
  ""coordinates"": [
    -8.301373682699990e+01,
    4.241969892900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.013736827,
    42.419698929
  ],
  ""type"": ""Point""
}",-83.0137368269999,42.419698929
18,9474010,GRATIOT,CONNER,2015-12-31,31,12,2015,21,5,4,3,,1,0,,1,1,4,35,7,2,5,4,0,0,0,2,false,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.9975,42.40491,"{
  ""coordinates"": [
    -8.299749493099991e+01,
    4.240490783300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.997494931,
    42.404907833
  ],
  ""type"": ""Point""
}",-82.9974949309999,42.404907833
19,9475193,WASHINGTON,MICHIGAN,2015-12-31,31,12,2015,18,5,8,9,,4,0,,1,1,3,25,2,2,3,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.05116,42.3316,"{
  ""coordinates"": [
    -8.305116486100000e+01,
    4.233160198700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.051164861,
    42.331601987
  ],
  ""type"": ""Point""
}",-83.051164861,42.3316019870001
20,9475028,M-10,CLAIRMOUNT,2015-12-31,31,12,2015,0,5,1,3,,1,1,,1,1,4,55,3,1,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.08952,42.37874,"{
  ""coordinates"": [
    -8.308951837500000e+01,
    4.237874152200000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.089518375,
    42.378741522
  ],
  ""type"": ""Point""
}",-83.089518375,42.378741522
21,9472877,GRATIOT,WARREN,2015-12-31,31,12,2015,9,5,97,3,,1,0,,1,1,1,25,2,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.01788,42.37401,"{
  ""coordinates"": [
    -8.301787444999999e+01,
    4.237401370700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.01787445,
    42.374013707
  ],
  ""type"": ""Point""
}",-83.01787445,42.3740137070001
22,9475019,I94,VAN DYKE,2015-12-31,31,12,2015,23,5,1,1,,1,1,,1,1,4,55,3,1,1,5,0,0,0,0,true,,false,false,false,true,false,,,,,,false,false,false,,,false,false,false,false,false,-83.0219,42.38564,"{
  ""coordinates"": [
    -8.302189953899990e+01,
    4.238564289800010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.021899539,
    42.385642898
  ],
  ""type"": ""Point""
}",-83.0218995389999,42.3856428980001
23,9472906,SOUTHFIELD SERVICE DRIVE,GRAND RIVER,2015-12-31,31,12,2015,1,5,4,3,,4,0,,1,2,4,35,6,2,1,5,0,0,0,0,true,,true,true,true,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.21859,42.40082,"{
  ""coordinates"": [
    -8.321858780500000e+01,
    4.240082126400010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.218587805,
    42.400821264
  ],
  ""type"": ""Point""
}",-83.218587805,42.4008212640001
24,9475197,S M 10,HOWARD,2015-12-31,31,12,2015,23,5,4,3,,1,0,,1,1,4,25,4,2,7,4,0,0,0,1,false,,true,true,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.05788,42.32848,"{
  ""coordinates"": [
    -8.305788271999999e+01,
    4.232847943100010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.05788272,
    42.328479431
  ],
  ""type"": ""Point""
}",-83.05788272,42.3284794310001
25,9472882,BRAMELL,FENKELL,2015-12-31,31,12,2015,13,5,5,9,,,0,,1,2,1,25,1,2,3,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.26436,42.4002,"{
  ""coordinates"": [
    -8.326436081199989e+01,
    4.240020431700000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.264360812,
    42.400204317
  ],
  ""type"": ""Point""
}",-83.2643608119999,42.400204317
26,9472911,INDIANA,THATCHER,2015-12-31,31,12,2015,16,5,8,9,,,0,,1,1,1,25,2,2,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.15844,42.42226,"{
  ""coordinates"": [
    -8.315844033699990e+01,
    4.242226431800000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.158440337,
    42.422264318
  ],
  ""type"": ""Point""
}",-83.1584403369999,42.422264318
27,9472902,6609 MICHIGAN,CLIPPERT,2015-12-31,31,12,2015,0,5,97,2,,1,0,,1,1,98,0,2,2,0,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.12521,42.33113,"{
  ""coordinates"": [
    -8.312520370500000e+01,
    4.233112662500000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.125203705,
    42.331126625
  ],
  ""type"": ""Point""
}",-83.125203705,42.331126625
28,9597239,GRANDRIVER,FIFTH,2015-12-31,31,12,2015,23,5,4,3,,1,0,,1,1,4,30,3,2,2,4,0,0,0,1,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.06439,42.33863,"{
  ""coordinates"": [
    -8.306439588300000e+01,
    4.233862622100000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.064395883,
    42.338626221
  ],
  ""type"": ""Point""
}",-83.064395883,42.338626221
29,9476299,11361 STOCKWELL,DUCHESS,2015-12-31,31,12,2015,23,5,5,9,,,0,,2,2,5,25,2,2,1,4,0,0,0,1,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.96158,42.41946,"{
  ""coordinates"": [
    -8.296157593299991e+01,
    4.241945756100010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.961575933,
    42.419457561
  ],
  ""type"": ""Point""
}",-82.9615759329999,42.4194575610001
30,9474078,BARRETT,MAIDEN,2015-12-31,31,12,2015,20,5,1,9,,,0,,1,1,2,25,2,1,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.98639,42.40195,"{
  ""coordinates"": [
    -8.298638564500000e+01,
    4.240195301300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.986385645,
    42.401953013
  ],
  ""type"": ""Point""
}",-82.986385645,42.401953013
31,9474082,NEVADA,MCDOUGALL,2015-12-31,31,12,2015,3,5,97,9,,4,0,,1,1,4,30,2,3,3,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.07089,42.42581,"{
  ""coordinates"": [
    -8.307089104399989e+01,
    4.242580667700000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.070891044,
    42.425806677
  ],
  ""type"": ""Point""
}",-83.0708910439999,42.425806677
32,9474040,MACK,ST JEAN,2015-12-31,31,12,2015,19,5,3,9,,4,0,,1,1,4,30,7,2,2,4,0,0,0,1,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.97856,42.37914,"{
  ""coordinates"": [
    -8.297856226700000e+01,
    4.237914351700000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.978562267,
    42.379143517
  ],
  ""type"": ""Point""
}",-82.978562267,42.379143517
33,9607700,ST MARY'S,WADSWORTH,2015-12-31,31,12,2015,13,5,1,9,,,1,,1,1,1,0,4,1,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.20485,42.3747,"{
  ""coordinates"": [
    -8.320484682599989e+01,
    4.237469943700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.204846826,
    42.374699437
  ],
  ""type"": ""Point""
}",-83.2048468259999,42.3746994370001
34,9479352,MEYERS,CHIPPEWA,2015-12-31,31,12,2015,16,5,4,9,,4,0,,1,1,1,25,1,2,6,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.17107,42.44072,"{
  ""coordinates"": [
    -8.317107444700000e+01,
    4.244071473200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.171074447,
    42.440714732
  ],
  ""type"": ""Point""
}",-83.171074447,42.4407147320001
35,9611442,M-10 SERVICE,MEYERS,2015-12-31,31,12,2015,11,5,97,3,,4,0,,1,2,1,35,2,2,1,5,0,0,0,0,true,,true,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.16956,42.41348,"{
  ""coordinates"": [
    -8.316956082599999e+01,
    4.241348071400010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.169560826,
    42.413480714
  ],
  ""type"": ""Point""
}",-83.169560826,42.4134807140001
36,9478373,W I 96 SERVICE DRIVE,SCHAEFER,2015-12-31,31,12,2015,20,5,4,1,,1,0,,1,1,4,30,7,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.17834,42.38382,"{
  ""coordinates"": [
    -8.317833701399999e+01,
    4.238381639800010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.178337014,
    42.383816398
  ],
  ""type"": ""Point""
}",-83.178337014,42.3838163980001
37,9472899,SELDEN,3RD,2015-12-31,31,12,2015,8,5,4,9,,4,0,,1,1,1,30,4,2,2,5,0,0,0,0,true,,true,true,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.06665,42.34673,"{
  ""coordinates"": [
    -8.306664741600000e+01,
    4.234673004500010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.066647416,
    42.346730045
  ],
  ""type"": ""Point""
}",-83.066647416,42.3467300450001
38,9472893,MCNICHOLS,ASHTON,2015-12-31,31,12,2015,18,5,5,9,,2,0,,1,1,4,35,4,3,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.22003,42.41553,"{
  ""coordinates"": [
    -8.322003123300000e+01,
    4.241553359000010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.220031233,
    42.41553359
  ],
  ""type"": ""Point""
}",-83.220031233,42.4155335900001
39,9605894,E I 96 SERVICE DRIVE,EVERGREEN,2015-12-31,31,12,2015,5,5,8,9,,4,0,,1,1,1,55,2,2,2,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.23672,42.37925,"{
  ""coordinates"": [
    -8.323671915599989e+01,
    4.237924910700010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.236719156,
    42.379249107
  ],
  ""type"": ""Point""
}",-83.2367191559999,42.3792491070001
40,9472917,WYOMING,7 MILE,2015-12-31,31,12,2015,0,5,4,9,,4,0,,1,1,4,30,4,2,3,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.16097,42.43136,"{
  ""coordinates"": [
    -8.316097637900000e+01,
    4.243135985100000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.160976379,
    42.431359851
  ],
  ""type"": ""Point""
}",-83.160976379,42.431359851
41,9472894,MACK,S I 75 SERVICE DRIVE,2015-12-31,31,12,2015,19,5,1,9,,4,1,,1,1,4,35,8,1,1,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.04842,42.35099,"{
  ""coordinates"": [
    -8.304841348100000e+01,
    4.235098595700000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.048413481,
    42.350985957
  ],
  ""type"": ""Point""
}",-83.048413481,42.350985957
42,9472881,KIRBY,MORAN,2015-12-31,31,12,2015,7,5,5,9,,,0,,1,1,4,25,2,2,1,5,0,0,0,0,true,,false,false,true,false,false,,,,,,false,true,false,,,false,false,false,false,false,-83.03371,42.37215,"{
  ""coordinates"": [
    -8.303371296499991e+01,
    4.237215439000000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.033712965,
    42.37215439
  ],
  ""type"": ""Point""
}",-83.0337129649999,42.37215439
43,9472884,WEXFORD,WINCHESTER,2015-12-31,31,12,2015,14,5,4,9,,,0,,1,1,1,25,2,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.06584,42.44532,"{
  ""coordinates"": [
    -8.306584063199990e+01,
    4.244531809300000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.065840632,
    42.445318093
  ],
  ""type"": ""Point""
}",-83.0658406319999,42.445318093
44,9472909,WHITCOMB,BELTON,2015-12-31,31,12,2015,3,5,97,9,,,0,,1,1,5,25,2,4,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.19455,42.3529,"{
  ""coordinates"": [
    -8.319455167900000e+01,
    4.235289728200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.194551679,
    42.352897282
  ],
  ""type"": ""Point""
}",-83.194551679,42.3528972820001
45,9472889,STATE FAIR,QUEEN,2015-12-31,31,12,2015,15,5,4,9,,4,0,,1,1,1,30,2,2,2,4,0,0,0,2,false,,true,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-82.96886,42.4426,"{
  ""coordinates"": [
    -8.296885773000000e+01,
    4.244260120000010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.96885773,
    42.4426012
  ],
  ""type"": ""Point""
}",-82.96885773,42.4426012000001
46,9591331,GRAND RIVER,ARTESIAN,2015-12-31,31,12,2015,11,5,5,3,,1,0,,1,2,1,35,4,2,8,4,0,0,0,3,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.22773,42.4045,"{
  ""coordinates"": [
    -8.322772831200000e+01,
    4.240450286300010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.227728312,
    42.404502863
  ],
  ""type"": ""Point""
}",-83.227728312,42.4045028630001
47,9472880,ELMIRA,BRAILE,2015-12-31,31,12,2015,14,5,4,9,,,0,,1,1,1,25,1,3,4,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.2436,42.3695,"{
  ""coordinates"": [
    -8.324359884200000e+01,
    4.236949853200010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.243598842,
    42.369498532
  ],
  ""type"": ""Point""
}",-83.243598842,42.3694985320001
48,9474011,HAMILTON,WEBB,2015-12-31,31,12,2015,16,5,5,9,,4,0,,1,1,1,35,4,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.0969,42.38864,"{
  ""coordinates"": [
    -8.309690113600000e+01,
    4.238863598100000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.096901136,
    42.388635981
  ],
  ""type"": ""Point""
}",-83.096901136,42.388635981
49,9475203,14TH,BUCHANAN,2015-12-31,31,12,2015,15,5,97,9,,4,0,,1,1,3,35,5,2,3,4,0,0,0,1,false,,false,false,true,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.08437,42.34517,"{
  ""coordinates"": [
    -8.308436662400000e+01,
    4.234516501900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.084366624,
    42.345165019
  ],
  ""type"": ""Point""
}",-83.084366624,42.345165019
50,9474092,7 MILE,WILDEMERE,2015-12-31,31,12,2015,11,5,5,9,,2,0,,1,2,1,30,4,2,3,4,0,0,0,1,false,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.13352,42.43172,"{
  ""coordinates"": [
    -8.313352036600000e+01,
    4.243171926900000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.133520366,
    42.431719269
  ],
  ""type"": ""Point""
}",-83.133520366,42.431719269
51,9472885,MOUNT ELLIOTT,LYNCH,2015-12-31,31,12,2015,17,5,2,9,,4,2,,1,1,5,35,2,2,2,4,0,0,0,2,false,,false,false,false,true,false,,,,,,false,true,false,,,false,false,false,false,false,-83.03802,42.40348,"{
  ""coordinates"": [
    -8.303801792599999e+01,
    4.240348018500000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.038017926,
    42.403480185
  ],
  ""type"": ""Point""
}",-83.038017926,42.403480185
52,9474046,GREENFIELD,ORANGELAWN,2015-12-31,31,12,2015,22,5,4,9,,2,0,,1,1,4,35,4,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.19736,42.36812,"{
  ""coordinates"": [
    -8.319736604000001e+01,
    4.236812165800010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.19736604,
    42.368121658
  ],
  ""type"": ""Point""
}",-83.19736604,42.3681216580001
53,9472907,7 MILE,FERGUSON,2015-12-31,31,12,2015,19,5,5,9,,2,0,,1,1,4,35,4,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,false,false,,,false,false,false,false,false,-83.21068,42.43025,"{
  ""coordinates"": [
    -8.321068059200000e+01,
    4.243025329600000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.210680592,
    42.430253296
  ],
  ""type"": ""Point""
}",-83.210680592,42.430253296
54,9472901,E I 96 CD,RAMP 138A,2015-12-31,31,12,2015,0,5,1,1,,1,1,,1,1,4,25,3,1,1,4,0,0,0,1,false,,false,false,false,false,false,,,,,,false,false,true,,,false,false,false,false,false,-83.16618,42.38509,"{
  ""coordinates"": [
    -8.316618299399990e+01,
    4.238508888200000e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -83.166182994,
    42.385088882
  ],
  ""type"": ""Point""
}",-83.1661829939999,42.385088882
55,9591337,BLUE HILL,HARPER,2015-12-31,31,12,2015,15,5,5,9,,,0,,97,98,98,25,2,2,2,5,0,0,0,0,true,,false,false,false,false,false,,,,,,false,true,false,,,false,false,false,false,false,-82.93491,42.41729,"{
  ""coordinates"": [
    -8.293491336699999e+01,
    4.241729527000010e+01
  ],
  ""type"": ""Point""
}","{
  ""coordinates"": [
    -82.934913367,
    42.41729527
  ],
  ""type"": ""Point""
}",-82.934913367,42.4172952700001
