intersection_id,int_lat,int_lon,cam_lat,cam_lon,cam_heading,speed_limit,road_type,is_major_road,has_crosswalk,has_camera,has_speed_display,has_traffic_light,has_stop_sign,number_of_connecting_roads,is_lit,has_bike_lane,num_lanes,number_of_accidents
4239,42.366978,-83.006106,42.36704194788129,-83.00594560102833,243.0886527378758,65,secondary,1,False,False,False,True,False,4,,,2,31
4239,42.366978,-83.006106,42.36691718125409,-83.00626859681745,64.58571083826376,65,secondary,1,False,False,False,True,False,4,,,2,31
4239,42.366978,-83.006106,42.367097011337485,-83.00619206933088,153.14757782868037,65,secondary,1,False,False,False,True,False,4,,,2,31
4240,42.367364,-83.005138,42.367244899124636,-83.00505215570242,333.227323727911,25,residential,0,False,False,False,False,False,4,,,2,2
4240,42.367364,-83.005138,42.3673000392069,-83.00529839048278,63.08190340736729,65,secondary,1,False,False,False,False,False,4,,,2,2
4240,42.367364,-83.005138,42.36742835910127,-83.00497789934983,242.8897499845688,65,secondary,1,False,False,False,False,False,4,,,2,2
4240,42.367364,-83.005138,42.36749310462508,-83.00519142266997,164.2928429230044,25,residential,0,False,False,False,False,False,4,,,2,2
4241,42.366613999999984,-83.007078,42.36649502325451,-83.00699184449617,333.1171486268102,25,residential,0,False,False,False,False,False,3,,,2,2
4241,42.366613999999984,-83.007078,42.36667487576562,-83.00691544282493,244.55914425871504,65,secondary,1,False,False,False,False,False,3,,,2,2
4241,42.366613999999984,-83.007078,42.366553587978785,-83.0072408713047,64.77945512308452,65,secondary,1,False,False,False,False,False,3,,,2,2
4242,42.369183099999994,-83.0077114,42.369064149238916,-83.0076251759682,333.0944161771918,65,secondary,1,False,False,False,True,False,3,,,2,2
4242,42.369183099999994,-83.0077114,42.36930288559008,-83.00779549610675,153.8519174419721,65,secondary,1,False,False,False,True,False,3,,,2,2
4242,42.369183099999994,-83.0077114,42.36912207112956,-83.00787385914354,64.48693229494427,25,residential,0,False,False,False,True,False,3,,,2,2
4243,42.369654000000004,-83.008042,42.36953421461754,-83.00795790293724,333.85191744197203,65,secondary,1,False,False,False,False,False,3,,,2,2
4243,42.369654000000004,-83.008042,42.36977294231683,-83.00812824593856,153.0871717104585,65,secondary,1,False,False,False,False,False,3,,,2,2
4243,42.369654000000004,-83.008042,42.369717558517266,-83.00788131318019,243.27738516035146,25,residential,0,False,False,False,False,False,3,,,2,2
4244,42.370384999999985,-83.008572,42.37050402171671,-83.00865804739458,153.15879582624518,65,secondary,1,False,False,False,False,False,3,,,2,1
4244,42.370384999999985,-83.008572,42.37026605349326,-83.00848576382027,333.0912673097823,65,secondary,1,False,False,False,False,False,3,,,2,1
4244,42.370384999999985,-83.008572,42.37044866164457,-83.00841138561995,243.22815171833383,25,residential,0,False,False,False,False,False,3,,,2,1
4245,42.370046,-83.007051,42.3699268673947,-83.0069652325336,333.2573709782812,25,residential,0,False,False,False,False,False,3,,,2,0
4245,42.370046,-83.007051,42.369982858985146,-83.00721198677734,63.47741170069537,25,residential,0,False,False,False,False,False,3,,,2,0
4245,42.370046,-83.007051,42.37011126977303,-83.00689156455289,242.45066574500436,25,residential,0,False,False,False,False,False,3,,,2,0
4246,42.37116199999999,-83.006613,42.371280981790115,-83.00669914903554,153.12160649580153,25,residential,0,False,False,False,False,False,3,,,2,0
4246,42.37116199999999,-83.006613,42.371098302353154,-83.00677359035566,63.209650989579984,25,residential,0,False,False,False,False,False,3,,,2,0
4246,42.37116199999999,-83.006613,42.37104294164969,-83.00652704369489,333.19028547292044,25,residential,0,False,False,False,False,False,3,,,2,0
4247,42.373162,-83.01058300000001,42.37304311230465,-83.01049661304101,333.04016549417605,65,secondary,1,False,False,False,False,False,3,,,2,0
4247,42.373162,-83.01058300000001,42.3732257838596,-83.01042246691154,243.17073420772488,25,residential,0,False,False,False,False,False,3,,,2,0
4247,42.373162,-83.01058300000001,42.373280968373095,-83.0106691848546,153.11248096589293,65,secondary,1,False,False,False,False,False,3,,,2,0
4248,42.37393899999999,-83.008625,42.37381999898275,-83.00853889602381,333.1403396907303,25,residential,0,False,False,False,False,False,3,,,2,0
4248,42.37393899999999,-83.008625,42.37387528359606,-83.00878558374055,63.20201966859827,25,residential,0,False,False,False,False,False,3,,,2,0
4248,42.37393899999999,-83.008625,42.37405794723786,-83.00871123917564,153.0921807018816,25,residential,0,False,False,False,False,False,3,,,2,0
4249,42.373884,-83.011106,42.373839893851,-83.01127814211496,72.29312786352659,65,secondary,1,False,False,False,True,False,4,,,"('2', '3')",8
4249,42.373884,-83.011106,42.37376502269918,-83.01101983682506,333.1208228385124,65,secondary,1,False,False,False,True,False,4,,,2,8
4249,42.373884,-83.011106,42.37400298330686,-83.01119214823447,153.1262759627947,65,secondary,1,False,False,False,True,False,4,,,2,8
4249,42.373884,-83.011106,42.37394603284247,-83.01094422188261,244.01066873618254,65,secondary,1,False,False,False,True,False,4,,,2,8
4250,42.37455699999999,-83.011593,42.374438005507685,-83.01150687919232,333.1366193962075,65,secondary,1,False,False,False,False,False,3,,,2,1
4250,42.37455699999999,-83.011593,42.37462105171973,-83.01143265753844,243.04242377933784,25,residential,0,False,False,False,False,False,3,,,2,1
4250,42.37455699999999,-83.011593,42.374675310830135,-83.0116808174956,152.52925077550208,65,secondary,1,False,False,False,False,False,3,,,2,1
4251,42.374641,-83.009134,42.374522043900726,-83.00904778234394,333.10044730168846,25,residential,0,False,False,False,False,False,4,,,2,4
4251,42.374641,-83.009134,42.37457888715378,-83.00929572417809,63.97126064954426,65,secondary,1,False,False,False,False,False,4,,,2,4
4251,42.374641,-83.009134,42.374697368455884,-83.00896849253675,246.68362976953114,65,secondary,1,False,False,False,False,False,4,,,2,4
4251,42.374641,-83.009134,42.37475991579609,-83.00922031886982,153.06441294632043,25,residential,0,False,False,False,False,False,4,,,2,4
4252,42.374947999999996,-83.010614,42.37488394849133,-83.01077434350151,63.041988661934454,25,residential,0,False,False,False,False,False,3,,,2,0
4252,42.374947999999996,-83.010614,42.37501217391546,-83.01045374537486,242.98287633323127,25,residential,0,False,False,False,False,False,3,,,2,0
4252,42.374947999999996,-83.010614,42.3750670010682,-83.01070010506653,153.14190824714933,25,residential,0,False,False,False,False,False,3,,,,0
4253,42.37596800000001,-83.012615,42.37584902532815,-83.01252882766893,333.1196275760601,65,secondary,1,False,False,False,True,False,4,,,2,13
4253,42.37596800000001,-83.012615,42.376086917916005,-83.01270131486218,153.06884042224772,65,secondary,1,False,False,False,True,False,4,,,2,13
4253,42.37596800000001,-83.012615,42.375907931751215,-83.01277812613384,64.94629871991367,65,secondary,1,False,False,False,True,False,4,,,4,13
4253,42.37596800000001,-83.012615,42.376028099650874,-83.0124518947401,244.93131506422122,65,secondary,1,False,False,False,True,False,4,,,4,13
4254,42.377505,-83.013731,42.377624062052845,-83.0138169545439,153.19901224031355,65,secondary,1,False,False,False,False,False,3,,,2,1
4254,42.377505,-83.013731,42.37738609201391,-83.01364465851576,333.0607446416751,65,secondary,1,False,False,False,False,False,3,,,2,1
4254,42.377505,-83.013731,42.37756809007558,-83.01356995818345,243.5063457115436,25,residential,0,False,False,False,False,False,3,,,2,1
4255,42.375573,-83.013688,42.37569318903418,-83.01377104996229,154.2294692867398,25,residential,0,False,False,False,False,False,4,,,2,2
4255,42.375573,-83.013688,42.37563304722903,-83.01352486071742,244.95685344327995,65,secondary,1,False,False,False,False,False,4,,,4,2
4255,42.375573,-83.013688,42.37545284473104,-83.0136048613556,334.1980045495907,25,residential,0,False,False,False,False,False,4,,,2,2
4255,42.375573,-83.013688,42.375513422795805,-83.01385145227256,65.17938404620816,65,secondary,1,False,False,False,False,False,4,,,4,2
4256,42.379563999999995,-83.015231,42.37944556715082,-83.01514347607076,332.6395323783012,65,secondary,1,False,False,False,False,False,3,,,4,2
4256,42.379563999999995,-83.015231,42.379683008692666,-83.01531709138195,153.15223186700325,65,secondary,1,False,False,False,False,False,3,,,4,2
4256,42.379563999999995,-83.015231,42.37950412448149,-83.0153942640876,65.03937741346851,25,residential,0,False,False,False,False,False,3,,,2,2
4257,42.380193000000006,-83.015686,42.38007398975251,-83.015599911904,333.1539118681612,65,secondary,1,False,False,False,False,False,3,,,4,3
4257,42.380193000000006,-83.015686,42.38031188649383,-83.01577239875482,153.04308658391665,65,secondary,1,False,False,False,False,False,3,,,4,3
4257,42.380193000000006,-83.015686,42.38013326051905,-83.01584935631647,65.1040674061432,25,residential,0,False,False,False,False,False,3,,,2,3
4258,42.37884699999999,-83.017186,42.378906869440776,-83.0170227336794,245.0434316191339,25,residential,0,False,False,False,False,False,3,,,2,0
4258,42.37884699999999,-83.017186,42.37896821053126,-83.0172663076716,155.19852420269467,25,residential,0,False,False,False,False,False,3,,,2,0
4258,42.37884699999999,-83.017186,42.378724709102144,-83.01710872947716,336.2580830383105,25,residential,0,False,False,False,False,False,3,,,2,0
4259,42.380837,-83.016154,42.38090025995302,-83.01599307113342,243.4264780075079,25,residential,0,False,False,False,True,False,4,,,2,5
