intersection_id,int_lat,int_lon,cam_lat,cam_lon,cam_heading,speed_limit,road_type,is_major_road,has_crosswalk,has_camera,has_speed_display,has_traffic_light,has_stop_sign,number_of_connecting_roads,is_lit,has_bike_lane,num_lanes,number_of_accidents
9593,39.9429578,-75.1634467,39.94282450782256,-75.16347569776993,9.611117920326251,25,residential,0,False,False,False,False,False,4,,,,0
9593,39.9429578,-75.1634467,39.942978131210374,-75.1636202823797,98.75722034379635,25,residential,0,False,False,False,False,False,4,,,,0
9593,39.9429578,-75.1634467,39.94309126385026,-75.16341906708675,189.15979085611076,25,residential,0,False,False,False,False,False,4,,,,0
9593,39.9429578,-75.1634467,39.94293600731164,-75.16327341723903,279.3843672106452,25,residential,0,False,False,False,False,False,4,,,,0
9594,39.94278605001963,-75.16569824999166,39.94280801071542,-75.16587149655791,99.458102467956,65,primary,1,False,False,False,False,False,5,,,"('2', '3')",0
9594,39.94278605001963,-75.16569824999166,39.94276408906468,-75.16552500353534,279.45810245894296,25,tertiary,0,False,False,False,False,False,5,,,1,0
9594,39.94278605001963,-75.16569824999166,39.94276408906468,-75.16552500353534,279.45810245894296,65,primary,1,False,False,False,False,False,5,,,2,0
9594,39.94278605001963,-75.16569824999166,39.94280801071542,-75.16587149655791,99.458102467956,65,primary,1,False,False,False,False,False,5,,,2,0
9594,39.94278605001963,-75.16569824999166,39.94280801071542,-75.16587149655791,99.458102467956,25,tertiary,0,False,False,False,False,False,5,,,1,0
9595,39.94181785002184,-75.16590814999184,39.94183726470227,-75.16608190649173,98.36596486722846,65,primary,1,False,False,False,False,False,5,,,2,0
9595,39.94181785002184,-75.16590814999184,39.94183726470227,-75.16608190649173,98.36596486722846,25,residential,0,False,False,False,False,False,5,,,,0
9595,39.94181785002184,-75.16590814999184,39.94179843508074,-75.16573439358929,278.3659648758236,65,primary,1,False,False,False,False,False,5,,,2,0
9595,39.94181785002184,-75.16590814999184,39.94179843508074,-75.16573439358929,278.3659648758236,25,residential,0,False,False,False,False,False,5,,,,0
9595,39.94181785002184,-75.16590814999184,39.94179843508074,-75.16573439358929,278.3659648758236,65,primary,1,False,False,False,False,False,5,,,"('2', '3')",0
9596,39.9428579,-75.1662481,39.94287920593958,-75.16642148468573,99.17724684088444,25,tertiary,0,False,False,False,False,False,3,,,1,0
9596,39.9428579,-75.1662481,39.94299140022363,-75.16622076537044,189.06305192224335,25,residential,0,False,False,False,False,False,3,,,,0
9596,39.9428579,-75.1662481,39.9428363750921,-75.16607476102217,279.27115453425466,25,tertiary,0,False,False,False,False,False,3,,,1,0
9599,39.9431931,-75.1689556,39.94305966024042,-75.168983428432,9.227946597232062,65,secondary,1,False,False,False,False,True,4,,,1,0
9599,39.9431931,-75.1689556,39.94317122925053,-75.16878233327557,279.4214408367389,25,tertiary,0,False,False,False,False,True,4,,,1,0
9599,39.9431931,-75.1689556,39.94332618383095,-75.16892502975966,190.1352637996553,65,secondary,1,False,False,False,False,True,4,,,1,0
9599,39.9431931,-75.1689556,39.943216025872815,-75.16912863640876,99.87514396552348,25,tertiary,0,False,False,False,False,True,4,,,1,0
9600,39.9436269,-75.1688613,39.943493573435035,-75.16889002968963,9.52581749175613,65,secondary,1,False,False,False,False,False,4,,,1,0
9600,39.9436269,-75.1688613,39.943760073143274,-75.16883139332568,189.91532207064455,65,secondary,1,False,False,False,False,False,4,,,1,0
9600,39.9436269,-75.1688613,39.943608992078914,-75.16868726606805,277.7227866309595,25,residential,0,False,False,False,False,False,4,,,,0
9600,39.9436269,-75.1688613,39.94364458278346,-75.16903537282813,97.62661340557588,25,residential,0,False,False,False,False,False,4,,,,0
9601,39.94324100000001,-75.1693341,39.94310777918271,-75.16936364596702,9.796288063638713,25,residential,0,False,False,False,False,False,3,,,,0
9601,39.94324100000001,-75.1693341,39.94321927598935,-75.16916080200139,279.3586491837801,25,tertiary,0,False,False,False,False,False,3,,,1,0
9601,39.94324100000001,-75.1693341,39.94326241146943,-75.16950746369271,99.22453905991279,25,tertiary,0,False,False,False,False,False,3,,,1,0
9602,39.94226859999999,-75.1695503,39.94224485694588,-75.16937745207862,280.227136607508,25,residential,0,False,False,False,False,False,3,,,,0
9602,39.94226859999999,-75.1695503,39.94240181087157,-75.16952067866228,189.82147759903677,25,residential,0,False,False,False,False,False,3,,,,0
9602,39.94226859999999,-75.1695503,39.94229050184277,-75.16972355781506,99.43528887967466,25,residential,0,False,False,False,False,False,3,,,,0
9603,39.94330730006879,-75.1698700499714,39.9433288551091,-75.17004338379672,99.28653408986054,25,tertiary,0,False,False,False,False,False,4,,,1,0
9603,39.94330730006879,-75.1698700499714,39.94328574476913,-75.16969671625391,279.28653405115216,25,tertiary,0,False,False,False,False,False,4,,,1,0
9603,39.94330730006879,-75.1698700499714,39.94328574476913,-75.16969671625391,279.28653405115216,25,residential,0,False,False,False,False,False,4,,,,0
9603,39.94330730006879,-75.1698700499714,39.9433288551091,-75.17004338379672,99.28653408986054,25,residential,0,False,False,False,False,False,4,,,,0
9604,39.94233514552118,-75.17007553803242,39.942313044230076,-75.16990232286022,279.5212141752464,25,residential,0,False,False,False,False,False,3,,,,0
9604,39.94233514552118,-75.17007553803242,39.942235216406935,-75.16995732767857,317.7898933865722,25,residential,0,False,False,False,False,False,3,,,,0
9604,39.94233514552118,-75.17007553803242,39.94235875187422,-75.17024841777622,100.16872097331185,25,residential,0,False,False,False,False,False,3,,,,0
9605,39.942415000000004,-75.170738,39.94254836090698,-75.17070954092782,189.43764736273428,25,residential,0,False,False,False,False,False,4,,,,0
9605,39.942415000000004,-75.170738,39.9423947299588,-75.1705644070068,278.7355596675384,25,residential,0,False,False,False,False,False,4,,,,0
9605,39.942415000000004,-75.170738,39.942437737745216,-75.17091107633173,99.79536628464234,25,residential,0,False,False,False,False,False,4,,,,0
9605,39.942415000000004,-75.170738,39.94228165905126,-75.17076661644731,9.489731174235317,25,residential,0,False,False,False,False,False,4,,,,0
9606,39.943583799999985,-75.172101,39.943562673369385,-75.17192757653706,279.10392540663605,25,tertiary,0,False,False,False,False,True,4,,,1,0
9606,39.943583799999985,-75.172101,39.94371713783437,-75.17207235880777,189.49859609014442,25,residential,0,False,False,False,False,True,4,,,,0
9606,39.943583799999985,-75.172101,39.94360522661458,-75.1722743613842,99.23282056832704,25,tertiary,0,False,False,False,False,True,4,,,1,0
9606,39.943583799999985,-75.172101,39.94345030006516,-75.17212833693138,9.067512705106765,25,residential,0,False,False,False,False,True,4,,,,0
9607,39.94400499999999,-75.17201,39.94387168597216,-75.1720388277083,9.560212260574133,25,residential,0,False,False,False,False,False,4,,,,0
