intersection_id,int_lat,int_lon,cam_lat,cam_lon,cam_heading,speed_limit,road_type,is_major_road,has_crosswalk,has_camera,has_speed_display,has_traffic_light,has_stop_sign,number_of_connecting_roads,is_lit,has_bike_lane,num_lanes,number_of_accidents,has_had_fatal
1700,35.159991750000195,-89.84355694999917,35.159856607309706,-89.84355814595806,2.0547973990549053,25,residential,0,False,False,False,False,False,4,,,,0,True
1700,35.159991750000195,-89.84355694999917,35.16012689268822,-89.84355575405208,182.05479739691145,25,residential,0,False,False,False,False,False,4,,,2,0,True
1700,35.159991750000195,-89.84355694999917,35.16012689268822,-89.84355575405208,182.05479739691145,25,residential,0,False,False,False,False,False,4,,,,0,True
1703,35.15998465000215,-89.84309455001443,35.15986051367214,-89.84315961008237,24.925605734439785,25,residential,0,False,False,False,False,False,2,,,,0,True
1703,35.15998465000215,-89.84309455001443,35.16010878630431,-89.8430294897593,204.92560573708568,25,residential,0,False,False,False,False,False,2,,,,0,True
1704,35.1614736,-89.8439051,35.16134066362919,-89.84387546145183,351.26315630974744,25,residential,0,False,False,False,False,False,3,,,2,0,True
1704,35.1614736,-89.8439051,35.16160716680308,-89.8439301861199,172.8705845246153,25,residential,0,False,False,False,False,False,3,,,2,0,True
1704,35.1614736,-89.8439051,35.16145715353418,-89.84406844548566,84.64884247077867,25,residential,0,False,False,False,False,False,3,,,2,0,True
1705,35.1621705,-89.8439122,35.16203605676541,-89.8439289633715,7.485087811668905,25,residential,0,False,False,False,False,False,3,,,2,0,True
1705,35.1621705,-89.8439122,35.16230482687259,-89.84389410617896,187.95089584793948,25,residential,0,False,False,False,False,False,3,,,2,0,True
1705,35.1621705,-89.8439122,35.1621858525316,-89.84407570472708,98.16159720188068,25,residential,0,False,False,False,False,False,3,,,2,0,True
1707,35.163722,-89.8440833,35.163588547413354,-89.84405732789365,352.55875233146156,25,residential,0,False,False,False,False,False,3,,,2,0,True
1707,35.163722,-89.8440833,35.16385566966898,-89.84410756027813,173.1618227993522,25,residential,0,False,False,False,False,False,3,,,2,0,True
1707,35.163722,-89.8440833,35.1637115490175,-89.84424738031974,87.20374212081128,25,residential,0,False,False,False,False,False,3,,,,0,True
1708,35.1624864,-89.8448208,35.16239779414353,-89.84469653572808,312.6066411113411,25,residential,0,False,False,False,False,False,3,,,2,0,True
1708,35.1624864,-89.8448208,35.162407041317344,-89.84495400947435,55.68024516578896,25,residential,0,False,False,False,False,False,3,,,2,0,True
1708,35.1624864,-89.8448208,35.162595014697615,-89.84491872894044,145.12257375114388,25,residential,0,False,False,False,False,False,3,,,2,0,True
1709,35.164002999999994,-89.84413430000001,35.16386933034339,-89.84411003961762,353.16182279935214,25,residential,0,False,False,False,False,False,3,,,2,0,True
1709,35.164002999999994,-89.84413430000001,35.16413684128373,-89.8441571140923,173.67060803828008,25,residential,0,False,False,False,False,False,3,,,2,0,True
1709,35.164002999999994,-89.84413430000001,35.16397785464439,-89.84397260003689,282.3618219709726,25,residential,0,False,False,False,False,False,3,,,,0,True
1710,35.1620005,-89.8467708,35.162135634610074,-89.84676866674829,182.3830678647371,25,residential,0,False,False,False,False,False,3,,,,0,True
1710,35.1620005,-89.8467708,35.16200061301551,-89.84660623062413,271.59238092204697,25,residential,0,False,False,False,False,False,3,,,2,0,True
1710,35.1620005,-89.8467708,35.16200127863787,-89.84693536668692,91.97049843751938,25,residential,0,False,False,False,False,False,3,,,2,0,True
1711,35.16576580000001,-89.8443082,35.16574475180722,-89.84447076896802,82.67917147268588,65,secondary,1,False,False,False,False,False,4,,,7,0,True
1711,35.16576580000001,-89.8443082,35.165630772150045,-89.84430131719442,359.242194592435,25,residential,0,False,False,False,False,False,4,,,2,0,True
1711,35.16576580000001,-89.8443082,35.165784255595625,-89.84414516451494,263.7901712653986,65,secondary,1,False,False,False,False,False,4,,,7,0,True
1711,35.16576580000001,-89.8443082,35.165900899608054,-89.84431251581056,180.13640465542184,25,tertiary,0,False,False,False,False,False,4,,,,0,True
1712,35.1662744,-89.8384576,35.166285347486706,-89.8382935619869,266.9893619277618,65,secondary,1,False,False,False,False,False,3,,,6,0,True
1712,35.1662744,-89.8384576,35.16626401039997,-89.83862169177485,87.22671404080597,65,secondary,1,False,False,False,False,False,3,,,7,0,True
1712,35.1662744,-89.8384576,35.16613928479015,-89.83846114338762,2.869394005302752,25,residential,0,False,False,False,False,False,3,,,,0,True
1713,35.1671797,-89.8443317,35.16704459070954,-89.84433553875733,2.9756641113267506,25,tertiary,0,False,False,False,False,False,3,,,,0,True
1713,35.1671797,-89.8443317,35.16726901695973,-89.84420818568907,230.2711684995701,25,tertiary,0,False,False,False,False,False,3,,,,0,True
1713,35.1671797,-89.8443317,35.167314620651084,-89.8443412014593,178.32954083335392,25,tertiary,0,False,False,False,False,False,3,,,,0,True
