int_lat,int_lon,cam_lat,cam_lon,cam_heading,speed_limit,road_type,is_major_road,has_crosswalk,has_camera,has_speed_display,has_traffic_light,has_stop_sign,number_of_connecting_roads,num_lanes,number_of_accidents,AADT
40.7839869,-73.9703125,40.78386899285169,-73.97039931295633,28.56099457435272,65.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,26.0,11814.666666666666
40.7833528,-73.9707756,40.78347092423372,-73.97068929996081,208.37221286611108,65.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,35.0,11814.666666666666
40.78462299999999,-73.9698495,40.78450481026246,-73.96993564605204,28.314346938634344,65.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,43.0,11814.666666666666
40.7851818,-73.9731496,40.78506357146902,-73.97323565477821,28.28258387561277,65.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,29.0,11814.666666666666
40.7845451,-73.9736127,40.784479677623615,-73.97345716545972,298.28910304013533,65.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,59.0,11814.666666666666
40.7863627,-73.9759753,40.78629770331854,-73.9758194525254,298.08451074595604,65.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,30.0,11814.666666666666
40.78700109999999,-73.9755093,40.786882945696696,-73.97559553347978,28.34906637009078,65.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,23.0,11814.666666666666
40.78705000003354,-73.97760304994956,40.787115897721954,-73.97775824290841,118.52238371224848,65.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,30.0,11814.666666666666
40.78642295004305,-73.97807194993577,40.786488421074914,-73.97822745372123,118.31565953727193,65.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,28.0,11814.666666666666
40.7875711,-73.9788225,40.78750444706325,-73.97866786525549,298.890580143434,25.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,17.0,11814.666666666666
40.7869367,-73.979288,40.78687151929482,-73.97913228416041,298.175699952651,25.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,17.0,11814.666666666666
40.7882037,-73.9783631,40.788086374819486,-73.97845127299186,29.06767403515101,25.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,16.0,11814.666666666666
40.788486,-73.9810702,40.78846872123445,-73.98089388708178,276.68141176216443,65.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,13.0,10667.0
40.78768389999999,-73.9811521,40.7876681106595,-73.980975547583,276.0451013022021,65.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,12.0,10667.0
40.7892552,-73.9808538,40.78918955245872,-73.98069841855495,298.40293825355405,65.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,13.0,11814.666666666666
40.725334,-73.9762137,40.72526843188668,-73.97605840899634,298.3619222718291,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1547.3333333333333
40.7248848,-73.9751696,40.724956323209966,-73.97532028013326,121.29228366015718,25.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,13.0,1547.3333333333333
40.72588180000002,-73.9775411,40.72582406360687,-73.97738052539053,294.62944252587147,65.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,18.0,1547.3333333333333
40.8126219,-73.9568234,40.81268733593776,-73.95697898953024,118.2846687495371,65.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,55.0,3346.8
40.8137785000612,-73.95968039992123,40.81372037671245,-73.9595198564299,294.7987031377492,65.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,48.0,9281.5
40.8133809,-73.9562717,40.81326325081493,-73.95635915288081,28.77385813291028,65.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,220.0,3346.8
40.81127169999999,-73.957805,40.81138993535411,-73.95771892988729,208.2654099482126,65.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,63.0,9281.5
40.81418399999999,-73.9606929,40.81412012541493,-73.96053618687463,297.53302483442536,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,15.0,9281.5
40.81183645005394,-73.96111594991964,40.81190177840679,-73.96127161607764,118.2353250688754,65.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,39.0,9281.5
40.815536400000006,-73.9597119,40.815417881773946,-73.95979729876608,28.01780385124937,25.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,11.0,7731.5
40.8122569,-73.9621024,40.81237498014054,-73.96201596004818,208.40396858576403,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,9281.5
40.73286959999999,-73.9959296,40.73293405484796,-73.99608571258506,117.83621210350589,65.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,30.0,6643.0
40.734146300000006,-73.9991816,40.734166277176726,-73.99900592378137,260.8444737019768,65.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,60.0,6643.0
40.7322611,-73.9963683,40.73237436427421,-73.99627144779878,212.38795153368588,65.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,53.0,6643.0
